geometry;og_line_id;type;censored;f_set;length;id;Area;b_group
LINESTRING Z (-16.346021409512876 -2.418696808292013 0, -16.52228316351229 -2.130966039953197 0);173;fracture;0;1;0.3374;;;-9999
LINESTRING Z (-16.52228316351229 -2.130966039953197 0, -18.991783248202875 1.900261045096378 0, -18.991783248202875 1.900261045096378 0, -18.991783248202875 1.9002610450963788 0);174;fracture;1;1;4.7275;;;-9999
LINESTRING Z (-19.640994238004133 2.9600370468156085 0, -19.640994238004133 2.960037046815609 0, -19.640994238004133 2.960037046815609 0, -19.714778572156103 3.0804830464451367 0);175;fracture;1;1;0.1412;;;-9999
LINESTRING Z (-20.759564011190967 4.785997205368713 0, -21.095467193990594 5.334327621249577 0);176;fracture;1;1;0.643;;;-9999
LINESTRING Z (-21.095467193990594 5.334327621249577 0, -22.68165070321813 7.923623310647458 0);177;fracture;0;1;3.0365;;;-9999
LINESTRING Z (-22.68165070321813 7.923623310647458 0, -22.813286908322798 8.138507059257481 0);178;fracture;0;1;0.252;;;-9999
LINESTRING Z (-22.813286908322798 8.138507059257481 0, -22.948492601616586 8.359217662281056 0);179;fracture;0;1;0.2588;;;-9999
LINESTRING Z (-22.948492601616586 8.359217662281056 0, -23.056558257098242 8.535624701115346 0);180;fracture;0;1;0.2069;;;-9999
LINESTRING Z (-23.056558257098242 8.535624701115346 0, -23.281989611973277 8.903620227507695 0);181;fracture;0;1;0.4316;;;-9999
LINESTRING Z (-23.281989611973277 8.903620227507695 0, -24.277751752664894 10.529108453528934 0);182;fracture;1;1;1.9062;;;-9999
LINESTRING Z (-4.011395807560731 -21.20023192782585 0, -5.093500093923155 -19.433798253627774 0);183;fracture;1;1;2.0715;;;-9999
LINESTRING Z (-5.211489668242272 -19.24119134881437 0, -5.211489668242273 -19.24119134881437 0, -5.211489668242273 -19.24119134881437 0, -9.791462730108126 -11.764815231133698 0);184;fracture;1;1;8.7677;;;-9999
LINESTRING Z (-9.791462730108126 -11.764815231133698 0, -9.824518036827072 -11.710855545699335 0);185;fracture;0;1;0.0633;;;-9999
LINESTRING Z (-9.824518036827072 -11.710855545699335 0, -9.92245038309082 -11.550990182985512 0);186;fracture;0;1;0.1875;;;-9999
LINESTRING Z (-9.92245038309082 -11.550990182985512 0, -10.32123267988819 -10.900015515742583 0);187;fracture;1;1;0.7634;;;-9999
LINESTRING Z (-13.225732927207819 -6.158691497122384 0, -13.487172585464625 -5.731915795430923 0);188;fracture;1;1;0.5005;;;-9999
LINESTRING Z (-13.487172585464625 -5.731915795430923 0, -14.16330881202888 -4.6281868720725114 0);189;fracture;1;1;1.2944;;;-9999
LINESTRING Z (-15.23530878012116 -2.878247548993953 0, -15.385087026609092 -2.633748620754786 0);190;fracture;1;1;0.2867;;;-9999
LINESTRING Z (-15.385087026609092 -2.633748620754786 0, -15.950047561914953 -1.7115035777081653 0);191;fracture;0;1;1.0815;;;-9999
LINESTRING Z (-15.950047561914953 -1.7115035777081653 0, -16.91785002445158 -0.1316569017991974 0);192;fracture;1;1;1.8527;;;-9999
LINESTRING Z (-16.99665283889086 -0.0030187041675677 0, -17.061761550413575 0.1032651558696098 0, -17.061761550413575 0.1032651558696098 0, -17.061761550413575 0.1032651558696109 0);193;fracture;1;1;0.1246;;;-9999
LINESTRING Z (-17.208577737368906 0.3429287999598236 0, -17.208577737368906 0.3429287999598248 0, -17.208577737368906 0.3429287999598248 0, -19.661726055935667 4.347463161694506 0);194;fracture;1;1;4.6962;;;-9999
LINESTRING Z (-19.67892538259699 4.375539448029371 0, -20.116906993894656 5.090503316693511 0);195;fracture;1;1;0.8385;;;-9999
LINESTRING Z (-20.116906993894656 5.090503316693511 0, -20.672652348729585 5.997705442617618 0);196;fracture;0;1;1.0639;;;-9999
LINESTRING Z (-20.672652348729585 5.997705442617618 0, -22.372067919864552 8.77184184438763 0);197;fracture;0;1;3.2533;;;-9999
LINESTRING Z (-22.372067919864552 8.77184184438763 0, -22.45507255842438 8.907339125485743 0);198;fracture;1;1;0.1589;;;-9999
LINESTRING Z (-22.684836341803532 9.282406934741378 0, -22.684836341803532 9.28240693474138 0, -22.684836341803532 9.28240693474138 0, -22.747476149648396 9.384660541271685 0);199;fracture;1;1;0.1199;;;-9999
LINESTRING Z (-23.072523072950133 9.915269132560793 0, -23.69824305920791 10.93669827601241 0);200;fracture;1;1;1.1978;;;-9999
LINESTRING Z (-2.7484850332541795 -21.908231853801606 0, -2.7484850332541813 -21.908231853801603 0, -2.7484850332541813 -21.908231853801603 0, -5.2932970102427905 -17.754065173835517 0);201;fracture;1;1;4.8717;;;-9999
LINESTRING Z (-5.2932970102427905 -17.754065173835517 0, -8.399737271564073 -12.683093037749972 0);202;fracture;0;1;5.9468;;;-9999
LINESTRING Z (-8.399737271564073 -12.683093037749972 0, -8.532972903197722 -12.465598375463879 0);203;fracture;0;1;0.2551;;;-9999
LINESTRING Z (-8.532972903197722 -12.465598375463879 0, -9.806619519790315 -10.386489826563736 0);204;fracture;1;1;2.4382;;;-9999
LINESTRING Z (-12.032241046581039 -6.753371595271063 0, -13.493389872333589 -4.368183290084154 0, -13.493389872333589 -4.368183290084154 0, -13.493389872333589 -4.368183290084153 0);205;fracture;1;1;2.7972;;;-9999
LINESTRING Z (-14.50017180169816 -2.724706293442765 0, -14.93949869398171 -2.007546379845919 0);206;fracture;1;1;0.841;;;-9999
LINESTRING Z (-14.93949869398171 -2.007546379845919 0, -15.625350758535095 -0.8879572629614787 0);207;fracture;1;1;1.313;;;-9999
LINESTRING Z (-16.540884569304406 0.6065657452101633 0, -16.540884569304406 0.6065657452101645 0, -16.540884569304406 0.6065657452101645 0, -18.389971998824237 3.625027406627359 0);208;fracture;1;1;3.5398;;;-9999
LINESTRING Z (-18.389971998824237 3.625027406627359 0, -19.281911937431286 5.081035633167148 0);209;fracture;0;1;1.7075;;;-9999
LINESTRING Z (-19.281911937431286 5.081035633167148 0, -19.663797639568184 5.704428195650227 0);210;fracture;0;1;0.7311;;;-9999
LINESTRING Z (-19.663797639568184 5.704428195650227 0, -20.113678558202274 6.438816566595334 0);211;fracture;0;1;0.8612;;;-9999
LINESTRING Z (-20.113678558202274 6.438816566595334 0, -21.60656574040701 8.875814759523571 0);212;fracture;1;1;2.8579;;;-9999
LINESTRING Z (-22.489557653137478 10.317216173739267 0, -22.744706088485824 10.733722044567433 0);213;fracture;1;1;0.4884;;;-9999
LINESTRING Z (-1.3584545020376793 -22.823742850652465 0, -1.3584545020376795 -22.823742850652465 0, -1.3584545020376795 -22.823742850652465 0, -2.475278264884315 -21.00063289008794 0);214;fracture;1;1;2.138;;;-9999
LINESTRING Z (-2.475278264884315 -21.00063289008794 0, -4.660128547843067 -17.43406988729901 0);215;fracture;0;1;4.1826;;;-9999
LINESTRING Z (-4.660128547843067 -17.43406988729901 0, -7.731898405801846 -12.419693930315047 0);216;fracture;0;1;5.8805;;;-9999
LINESTRING Z (-7.731898405801846 -12.419693930315047 0, -7.763669219761801 -12.367831058738961 0);217;fracture;0;1;0.0608;;;-9999
LINESTRING Z (-7.763669219761801 -12.367831058738961 0, -7.785885818785672 -12.331564546225787 0);218;fracture;0;1;0.0425;;;-9999
LINESTRING Z (-7.785885818785672 -12.331564546225787 0, -9.086803214785572 -10.207939009754483 0);219;fracture;1;1;2.4904;;;-9999
LINESTRING Z (-12.098485121324776 -5.291650993220252 0, -12.456948458456436 -4.706493243033957 0);220;fracture;1;1;0.6862;;;-9999
LINESTRING Z (-13.648400039705356 -2.761560373976135 0, -14.923051752607467 -0.680811099695527 0);221;fracture;1;1;2.4401;;;-9999
LINESTRING Z (-15.207153351798878 -0.2170419066242869 0, -15.40297770064036 0.1026229615228592 0);222;fracture;1;1;0.3749;;;-9999
LINESTRING Z (-15.40297770064036 0.1026229615228592 0, -15.979951473870537 1.0444784878409195 0);223;fracture;0;1;1.1045;;;-9999
LINESTRING Z (-15.979951473870537 1.0444784878409195 0, -16.09892138404159 1.238685698911959 0);224;fracture;0;1;0.2278;;;-9999
LINESTRING Z (-16.09892138404159 1.238685698911959 0, -18.777020332371514 5.610430848417829 0);225;fracture;0;1;5.1268;;;-9999
LINESTRING Z (-18.777020332371514 5.610430848417829 0, -18.941371700539193 5.878719029871977 0);226;fracture;0;1;0.3146;;;-9999
LINESTRING Z (-18.941371700539193 5.878719029871977 0, -19.18498255152024 6.276390877212614 0);227;fracture;0;1;0.4664;;;-9999
LINESTRING Z (-19.18498255152024 6.276390877212614 0, -20.900960688383268 9.077564112864431 0);228;fracture;1;1;3.285;;;-9999
LINESTRING Z (-21.74856041509533 10.461191105543962 0, -21.813601963131905 10.567365327494414 0, -21.813601963131905 10.567365327494414 0, -21.813601963131905 10.567365327494416 0);229;fracture;1;1;0.1245;;;-9999
LINESTRING Z (-0.1595083313948806 -23.427326565277454 0, -0.7478673313943386 -22.46688572494937 0);230;fracture;1;1;1.1263;;;-9999
LINESTRING Z (-0.7478673313943386 -22.46688572494937 0, -4.1172613575547645 -16.966666250300513 0);231;fracture;0;1;6.4502;;;-9999
LINESTRING Z (-4.1172613575547645 -16.966666250300513 0, -7.156584533587756 -12.00525645590553 0);232;fracture;0;1;5.8183;;;-9999
LINESTRING Z (-7.156584533587756 -12.00525645590553 0, -8.841435646740715 -9.254895164677167 0);233;fracture;1;1;3.2254;;;-9999
LINESTRING Z (-13.067675006113738 -2.355956112588919 0, -13.067675006113738 -2.3559561125889186 0, -13.067675006113738 -2.3559561125889186 0, -13.301066162354958 -1.9749669576245723 0);234;fracture;1;1;0.4468;;;-9999
LINESTRING Z (-13.301066162354958 -1.9749669576245723 0, -13.557117194229956 -1.556987682690181 0);235;fracture;0;1;0.4902;;;-9999
LINESTRING Z (-13.557117194229956 -1.556987682690181 0, -14.601573190266931 0.1479886914629832 0);236;fracture;0;1;1.9995;;;-9999
LINESTRING Z (-14.601573190266931 0.1479886914629832 0, -15.184907703955043 1.1002275295184918 0);237;fracture;0;1;1.1167;;;-9999
LINESTRING Z (-15.184907703955043 1.1002275295184918 0, -16.476948815854108 3.209363365380467 0);238;fracture;0;1;2.4734;;;-9999
LINESTRING Z (-16.476948815854108 3.209363365380467 0, -16.568289395059054 3.3584682871165676 0);239;fracture;0;1;0.1749;;;-9999
LINESTRING Z (-16.568289395059054 3.3584682871165676 0, -17.596367053948562 5.036708563252869 0);240;fracture;0;1;1.9681;;;-9999
LINESTRING Z (-17.596367053948562 5.036708563252869 0, -18.16273315409273 5.961248058962645 0);241;fracture;0;1;1.0842;;;-9999
LINESTRING Z (-18.16273315409273 5.961248058962645 0, -18.68136524921438 6.807866272094783 0);242;fracture;0;1;0.9928;;;-9999
LINESTRING Z (-18.68136524921438 6.807866272094783 0, -20.022816907511963 8.99766018695972 0);243;fracture;1;1;2.568;;;-9999
LINESTRING Z (-20.946952624944565 10.506225000328742 0, -21.31022831617466 11.099238466862127 0);244;fracture;1;1;0.6954;;;-9999
LINESTRING Z (0.7293988667198681 -23.524800759508317 0, -0.1529631570376236 -22.08442757991556 0);245;fracture;1;1;1.6892;;;-9999
LINESTRING Z (-0.1529631570376236 -22.08442757991556 0, -3.8934643753032416 -15.978410448669903 0);246;fracture;0;1;7.1606;;;-9999
LINESTRING Z (-3.8934643753032416 -15.978410448669903 0, -5.722957127143042 -12.991935259282512 0);247;fracture;0;1;3.5023;;;-9999
LINESTRING Z (-5.722957127143042 -12.991935259282512 0, -6.55529231963427 -11.633226185890841 0);248;fracture;0;1;1.5934;;;-9999
LINESTRING Z (-6.55529231963427 -11.633226185890841 0, -7.701573233856846 -9.762030190743339 0);249;fracture;0;1;2.1944;;;-9999
LINESTRING Z (-7.701573233856846 -9.762030190743339 0, -8.91597540431928 -7.779632639084804 0, -8.91597540431928 -7.779632639084804 0, -8.91597540431928 -7.779632639084803 0);250;fracture;1;1;2.3248;;;-9999
LINESTRING Z (-9.609012090647548 -6.648315301547813 0, -9.609012090647548 -6.648315301547812 0, -9.609012090647548 -6.648315301547812 0, -10.16228938495747 -5.7451420527626995 0);251;fracture;1;1;1.0592;;;-9999
LINESTRING Z (-10.16228938495747 -5.7451420527626995 0, -10.627620861848365 -4.985532095752419 0, -10.627620861848365 -4.985532095752419 0, -10.627620861848365 -4.9855320957524185 0);252;fracture;1;1;0.8908;;;-9999
LINESTRING Z (-12.398853610387283 -2.094160893093993 0, -12.573374920745788 -1.809271235629698 0);253;fracture;1;1;0.3341;;;-9999
LINESTRING Z (-12.611937915850465 -1.7463207658927888 0, -12.611937915850467 -1.7463207658927873 0, -12.611937915850467 -1.7463207658927873 0, -12.653463547659808 -1.6785340698277065 0);254;fracture;1;1;0.0795;;;-9999
LINESTRING Z (-12.771367198536527 -1.4860674269686875 0, -12.771367198536527 -1.4860674269686873 0, -12.771367198536527 -1.4860674269686873 0, -12.839095972102573 -1.3755065615816973 0);255;fracture;1;1;0.1297;;;-9999
LINESTRING Z (-12.839095972102573 -1.3755065615816973 0, -12.867177639886979 -1.3296658748501382 0);256;fracture;0;1;0.0538;;;-9999
LINESTRING Z (-12.867177639886979 -1.3296658748501382 0, -13.05545245164735 -1.0223249173396571 0);257;fracture;0;1;0.3604;;;-9999
LINESTRING Z (-13.05545245164735 -1.0223249173396571 0, -13.317424371538314 -0.5946803484919451 0);258;fracture;0;1;0.5015;;;-9999
LINESTRING Z (-13.317424371538314 -0.5946803484919451 0, -13.81196482406116 0.2126105194946271 0);259;fracture;0;1;0.9467;;;-9999
LINESTRING Z (-13.81196482406116 0.2126105194946271 0, -14.734995485821589 1.719371433206477 0);260;fracture;1;1;1.767;;;-9999
LINESTRING Z (-15.831039848959142 3.508560974234421 0, -15.998519446675619 3.781955696791179 0);261;fracture;1;1;0.3206;;;-9999
LINESTRING Z (-15.998519446675619 3.781955696791179 0, -17.090079410349613 5.5638248766295275 0);262;fracture;0;1;2.0896;;;-9999
LINESTRING Z (-17.090079410349613 5.5638248766295275 0, -17.24319525507878 5.813772120709009 0);263;fracture;0;1;0.2931;;;-9999
LINESTRING Z (-17.24319525507878 5.813772120709009 0, -19.206555133886003 9.018772829238651 0);264;fracture;1;1;3.7586;;;-9999
LINESTRING Z (-20.292932176883564 10.79218137757509 0, -20.843519170947488 11.690962963737547 0);265;fracture;1;1;1.054;;;-9999
LINESTRING Z (1.3067145966630231 -23.113631129934216 0, -3.3078369148613453 -15.580808938942358 0);266;fracture;1;1;8.8339;;;-9999
LINESTRING Z (-3.3078369148613453 -15.580808938942358 0, -5.90518661435777 -11.340879358511803 0);267;fracture;0;1;4.9722;;;-9999
LINESTRING Z (-5.90518661435777 -11.340879358511803 0, -5.934804530674421 -11.29253089025355 0);268;fracture;0;1;0.0567;;;-9999
LINESTRING Z (-5.934804530674421 -11.29253089025355 0, -7.102940438508151 -9.385658669486515 0);269;fracture;0;1;2.2362;;;-9999
LINESTRING Z (-7.102940438508151 -9.385658669486515 0, -7.708409132000118 -8.397287860558109 0);270;fracture;0;1;1.1591;;;-9999
LINESTRING Z (-7.708409132000118 -8.397287860558109 0, -8.78875401372802 -6.633726249276822 0);271;fracture;0;1;2.0682;;;-9999
LINESTRING Z (-8.78875401372802 -6.633726249276822 0, -9.381323983776715 -5.666411395612171 0);272;fracture;1;1;1.1344;;;-9999
LINESTRING Z (-11.992477920430247 -1.4039476937773814 0, -12.22326350406513 -1.027211891517028 0);273;fracture;1;1;0.4418;;;-9999
LINESTRING Z (-12.22326350406513 -1.027211891517028 0, -12.316869288316228 -0.874409235169839 0);274;fracture;0;1;0.1792;;;-9999
LINESTRING Z (-12.316869288316228 -0.874409235169839 0, -12.330965371557998 -0.8513987024269516 0, -12.330965371557998 -0.8513987024269516 0, -12.330965371557998 -0.8513987024269513 0);275;fracture;1;1;0.027;;;-9999
LINESTRING Z (-12.413101339713226 -0.7173194442253414 0, -12.413101339713226 -0.7173194442253408 0, -12.413101339713226 -0.7173194442253408 0, -13.00952630000266 0.2562883191530657 0);276;fracture;1;1;1.1418;;;-9999
LINESTRING Z (-13.00952630000266 0.2562883191530657 0, -13.422065011860179 0.9297190427158302 0);277;fracture;0;1;0.7897;;;-9999
LINESTRING Z (-13.422065011860179 0.9297190427158302 0, -13.682266937045856 1.354474261350285 0);278;fracture;0;1;0.4981;;;-9999
LINESTRING Z (-13.682266937045856 1.354474261350285 0, -13.901971281039556 1.713120980053038 0);279;fracture;1;1;0.4206;;;-9999
LINESTRING Z (-15.397673361519805 4.154714230191541 0, -15.618547804181517 4.5152710251368156 0);280;fracture;1;1;0.4228;;;-9999
LINESTRING Z (-15.826063951216074 4.854021656366557 0, -16.860900884313917 6.543295813178887 0);281;fracture;1;1;1.981;;;-9999
LINESTRING Z (-16.860900884313917 6.543295813178887 0, -17.40292995731716 7.428107396511452 0);282;fracture;0;1;1.0376;;;-9999
LINESTRING Z (-17.40292995731716 7.428107396511452 0, -18.56226133251087 9.320607044193885 0);283;fracture;1;1;2.2194;;;-9999
LINESTRING Z (-19.587752301033472 10.994624791109656 0, -19.69436949416966 11.168667351126984 0);284;fracture;1;1;0.2041;;;-9999
LINESTRING Z (-19.802936514139738 11.345892820427318 0, -19.893893452771103 11.49437148493803 0);285;fracture;1;1;0.1741;;;-9999
LINESTRING Z (-19.893893452771103 11.49437148493803 0, -20.095700267122172 11.823802166476776 0);286;fracture;0;1;0.3863;;;-9999
LINESTRING Z (-20.095700267122172 11.823802166476776 0, -20.490238953946026 12.467849538770544 0);287;fracture;1;1;0.7553;;;-9999
LINESTRING Z (1.701985553040861 -22.405290495411485 0, 1.7019855530408607 -22.405290495411485 0, 1.7019855530408607 -22.405290495411485 0, -2.654438695042339 -15.2938368324973 0);288;fracture;1;1;8.3397;;;-9999
LINESTRING Z (-2.654438695042339 -15.2938368324973 0, -5.2837156282102935 -11.001789039994074 0);289;fracture;0;1;5.0334;;;-9999
LINESTRING Z (-5.2837156282102935 -11.001789039994074 0, -5.318836848828108 -10.944456944039814 0);290;fracture;0;1;0.0672;;;-9999
LINESTRING Z (-5.318836848828108 -10.944456944039814 0, -6.800213183557025 -8.526249129133456 0);291;fracture;0;1;2.8359;;;-9999
LINESTRING Z (-6.800213183557025 -8.526249129133456 0, -7.20697556734935 -7.862247718933706 0);292;fracture;0;1;0.7787;;;-9999
LINESTRING Z (-7.20697556734935 -7.862247718933706 0, -7.833959765663325 -6.838754867967443 0);293;fracture;0;1;1.2003;;;-9999
LINESTRING Z (-7.833959765663325 -6.838754867967443 0, -8.533189004149198 -5.697328770306053 0);294;fracture;1;1;1.3386;;;-9999
LINESTRING Z (-8.813360926720588 -5.239974405452201 0, -8.813360926720588 -5.2399744054522 0, -8.813360926720588 -5.2399744054522 0, -8.982511514451511 -4.963851948546763 0, -8.982511514451511 -4.963851948546763 0, -8.982511514451511 -4.963851948546762 0);295;fracture;1;1;0.3238;;;-9999
LINESTRING Z (-9.013227156351938 -4.913711546312599 0, -9.741452704082082 -3.7249516955905686 0);296;fracture;1;1;1.3941;;;-9999
LINESTRING Z (-12.285112381001571 0.427333962674994 0, -12.590863025622873 0.926443190291479 0);297;fracture;1;1;0.5853;;;-9999
LINESTRING Z (-12.590863025622873 0.926443190291479 0, -12.880532624944378 1.3993016209266893 0);298;fracture;1;1;0.5545;;;-9999
LINESTRING Z (-12.933518521555916 1.4857961235469763 0, -13.079053823935778 1.723368843799824 0, -13.079053823935778 1.723368843799824 0, -13.079053823935778 1.7233688437998245 0);299;fracture;1;1;0.2786;;;-9999
LINESTRING Z (-15.020729195187437 4.892971629192771 0, -15.62630617352899 5.88151920297381 0);300;fracture;1;1;1.1593;;;-9999
LINESTRING Z (-15.62630617352899 5.88151920297381 0, -16.14717948569232 6.731795992551399 0);301;fracture;0;1;0.9971;;;-9999
LINESTRING Z (-16.14717948569232 6.731795992551399 0, -16.35565738330251 7.0721165913197535 0);302;fracture;0;1;0.3991;;;-9999
LINESTRING Z (-16.35565738330251 7.0721165913197535 0, -16.383587319837936 7.117709591029827 0);303;fracture;1;1;0.0535;;;-9999
LINESTRING Z (-16.483746369100714 7.281209837376858 0, -16.763889562569226 7.738517304666963 0);304;fracture;1;1;0.5363;;;-9999
LINESTRING Z (-16.763889562569226 7.738517304666963 0, -17.73221018577372 9.319209829228317 0);305;fracture;1;1;1.8537;;;-9999
LINESTRING Z (-19.17502836555307 11.674475075496657 0, -19.31067683424391 11.895908467794161 0);306;fracture;1;1;0.2597;;;-9999
LINESTRING Z (-19.31067683424391 11.895908467794161 0, -19.602287444338447 12.371935416320554 0);307;fracture;1;1;0.5582;;;-9999
LINESTRING Z (2.3053951332064826 -22.036716626988458 0, 2.3053951332064817 -22.036716626988458 0, 2.3053951332064817 -22.036716626988458 0, 1.5961060193871377 -20.878868727129966 0);308;fracture;1;1;1.3578;;;-9999
LINESTRING Z (1.5961060193871377 -20.878868727129966 0, 1.3772405704495678 -20.521591425862244 0);309;fracture;0;1;0.419;;;-9999
LINESTRING Z (1.3772405704495678 -20.521591425862244 0, 1.1761186753198167 -20.193278810661365 0);310;fracture;0;1;0.385;;;-9999
LINESTRING Z (1.1761186753198167 -20.193278810661365 0, 0.2418589109139525 -18.668187440916853 0);311;fracture;0;1;1.7885;;;-9999
LINESTRING Z (0.2418589109139525 -18.668187440916853 0, -2.0790163517117186 -14.87957642700372 0);312;fracture;0;1;4.443;;;-9999
LINESTRING Z (-2.0790163517117186 -14.87957642700372 0, -4.660741366218473 -10.665152678185077 0);313;fracture;0;1;4.9423;;;-9999
LINESTRING Z (-4.660741366218473 -10.665152678185077 0, -4.708645487417529 -10.586953696917446 0);314;fracture;0;1;0.0917;;;-9999
LINESTRING Z (-4.708645487417529 -10.586953696917446 0, -6.4577485273568715 -7.731707166310628 0);315;fracture;0;1;3.3484;;;-9999
LINESTRING Z (-6.4577485273568715 -7.731707166310628 0, -7.558429683326685 -5.934948496223302 0);316;fracture;0;1;2.1071;;;-9999
LINESTRING Z (-7.558429683326685 -5.934948496223302 0, -8.69440896895218 -4.080568942783221 0);317;fracture;0;1;2.1747;;;-9999
LINESTRING Z (-8.69440896895218 -4.080568942783221 0, -9.241212768407836 -3.1879630667037135 0);318;fracture;1;1;1.0468;;;-9999
LINESTRING Z (-11.41406468411172 0.3590137277857877 0, -12.118455786645562 1.5088660839796302 0);319;fracture;1;1;1.3485;;;-9999
LINESTRING Z (-14.27061478129563 5.02206362721983 0, -14.773112709803055 5.842344327811199 0);320;fracture;1;1;0.962;;;-9999
LINESTRING Z (-14.773112709803055 5.842344327811199 0, -15.515407005973131 7.054070089777937 0);321;fracture;1;1;1.421;;;-9999
LINESTRING Z (-16.07830842074409 7.972953811833663 0, -16.944873002989187 9.387539151007203 0);322;fracture;1;1;1.6589;;;-9999
LINESTRING Z (-21.426604998259272 16.703545949010508 0, -21.586738526484883 16.964948902672898 0);323;fracture;1;1;0.3066;;;-9999
LINESTRING Z (3.125796312450985 -22.022361175830476 0, 2.2212329370342525 -20.545746373616087 0);324;fracture;1;1;1.7317;;;-9999
LINESTRING Z (2.2212329370342525 -20.545746373616087 0, 1.9548287961368043 -20.110866620012143 0);325;fracture;0;1;0.51;;;-9999
LINESTRING Z (1.9548287961368043 -20.110866620012143 0, 0.7256110548092781 -18.104284039601396 0);326;fracture;0;1;2.3532;;;-9999
LINESTRING Z (0.7256110548092781 -18.104284039601396 0, -4.120707220334324 -10.193124362124616 0);327;fracture;0;1;9.2776;;;-9999
LINESTRING Z (-4.120707220334324 -10.193124362124616 0, -5.053424456407824 -8.670551025091026 0);328;fracture;0;1;1.7856;;;-9999
LINESTRING Z (-5.053424456407824 -8.670551025091026 0, -5.967301375405679 -7.1787327372097325 0);329;fracture;0;1;1.7495;;;-9999
LINESTRING Z (-5.967301375405679 -7.1787327372097325 0, -7.163568160196914 -5.225939500355144 0);330;fracture;0;1;2.2901;;;-9999
LINESTRING Z (-7.163568160196914 -5.225939500355144 0, -7.301650169426728 -5.000533581555577 0);331;fracture;1;1;0.2643;;;-9999
LINESTRING Z (-7.641285036495527 -4.446111541385248 0, -8.03874146520968 -3.7973012293336397 0);332;fracture;1;1;0.7609;;;-9999
LINESTRING Z (-8.03874146520968 -3.7973012293336397 0, -8.716934505089762 -2.6902147513029058 0);333;fracture;1;1;1.2983;;;-9999
LINESTRING Z (-10.990081265791723 1.020483963324836 0, -11.360925542121509 1.6258524345972551 0);334;fracture;1;1;0.7099;;;-9999
LINESTRING Z (-11.40921510276405 1.7046806095765412 0, -11.40921510276405 1.7046806095765414 0, -11.40921510276405 1.7046806095765414 0, -11.746738155458779 2.2556553110097233 0);335;fracture;1;1;0.6461;;;-9999
LINESTRING Z (-13.605055584398993 5.289184080093408 0, -14.209679871911277 6.276176475521374 0);336;fracture;1;1;1.1575;;;-9999
LINESTRING Z (-14.209679871911277 6.276176475521374 0, -14.520242336591892 6.783140547716219 0);337;fracture;0;1;0.5945;;;-9999
LINESTRING Z (-14.520242336591892 6.783140547716219 0, -14.781582356071693 7.209753598456957 0);338;fracture;0;1;0.5003;;;-9999
LINESTRING Z (-14.781582356071693 7.209753598456957 0, -14.95880120847023 7.499046740092907 0);339;fracture;1;1;0.3393;;;-9999
LINESTRING Z (-19.011773085274978 14.115142890892043 0, -19.011773085274978 14.115142890892045 0, -19.011773085274978 14.115142890892045 0, -19.648780811444272 15.154998210209135 0);340;fracture;1;1;1.2195;;;-9999
LINESTRING Z (-20.51642720676975 16.57134950769044 0, -20.604986819830167 16.71591476323502 0);341;fracture;1;1;0.1695;;;-9999
LINESTRING Z (-20.604986819830167 16.71591476323502 0, -20.74976878421064 16.952257729917033 0);342;fracture;0;1;0.2772;;;-9999
LINESTRING Z (-20.74976878421064 16.952257729917033 0, -20.771525680558515 16.987773820962303 0);343;fracture;1;1;0.0417;;;-9999
LINESTRING Z (3.7042006587872653 -21.612968610333596 0, 3.7042006587872645 -21.612968610333596 0, 3.7042006587872645 -21.612968610333596 0, 2.7945319944067384 -20.128019903101166 0);344;fracture;1;1;1.7414;;;-9999
LINESTRING Z (2.7945319944067384 -20.128019903101166 0, 2.54443308518921 -19.719756909700468 0);345;fracture;0;1;0.4788;;;-9999
LINESTRING Z (2.54443308518921 -19.719756909700468 0, 2.299268261181557 -19.319548347259826 0);346;fracture;0;1;0.4693;;;-9999
LINESTRING Z (2.299268261181557 -19.319548347259826 0, 1.5082754785702905 -18.028326877331917 0);347;fracture;0;1;1.5142;;;-9999
LINESTRING Z (1.5082754785702905 -18.028326877331917 0, -0.2663243697809508 -15.131459200287583 0);348;fracture;0;1;3.3972;;;-9999
LINESTRING Z (-0.2663243697809508 -15.131459200287583 0, -1.0467317894454085 -13.857517341759891 0);349;fracture;0;1;1.494;;;-9999
LINESTRING Z (-1.0467317894454085 -13.857517341759891 0, -3.4968784451558226 -9.857882912882753 0);350;fracture;0;1;4.6904;;;-9999
LINESTRING Z (-3.4968784451558226 -9.857882912882753 0, -5.473207183665865 -6.631711758229086 0);351;fracture;0;1;3.7834;;;-9999
LINESTRING Z (-5.473207183665865 -6.631711758229086 0, -6.130903456908165 -5.5580843277758 0);352;fracture;0;1;1.2591;;;-9999
LINESTRING Z (-6.130903456908165 -5.5580843277758 0, -6.195414287307279 -5.452776452551924 0);353;fracture;1;1;0.1235;;;-9999
LINESTRING Z (-6.95903640084315 -4.2062350307020395 0, -7.251240463883523 -3.7292393259468906 0);354;fracture;1;1;0.5594;;;-9999
LINESTRING Z (-7.343473184565152 -3.578678066992254 0, -7.573676076787699 -3.202893453767366 0, -7.573676076787699 -3.202893453767366 0, -7.573676076787702 -3.20289345376736 0);355;fracture;1;1;0.4407;;;-9999
LINESTRING Z (-7.85294087240305 -2.7470198885204593 0, -8.31266162523228 -1.996568911882091 0);356;fracture;1;1;0.8801;;;-9999
