type,node_type,Y_node_origin,geometry,id,length,azimuth,censored,set,Area,group
node,3.0,,POINT Z (-1.2451706690208815 0.1883034085328224 0),,,,,,,
node,3.0,,POINT Z (-0.7939361967234485 0.1642083653774851 0),,,,,,,
node,3.0,,POINT Z (-0.0436553508625366 0.1545604718849063 0),,,,,,,
node,3.0,,POINT Z (-5.416280054138042 -1.9778623264282942 0),,,,,,,
node,3.0,,POINT Z (5.618994420649792 -4.394141504600968 0),,,,,,,
node,3.0,,POINT Z (4.733222877199296 -4.389642189256847 0),,,,,,,
node,3.0,,POINT Z (-3.3948005121201277 -5.705001762136817 0),,,,,,,
node,3.0,,POINT Z (-2.7998828233685344 -6.203812316060066 0),,,,,,,
node,3.0,,POINT Z (1.0725178873333159 -5.67454564679526 0),,,,,,,
node,3.0,,POINT Z (-0.7079514551006997 -5.1276313739274615 0),,,,,,,
node,3.0,,POINT Z (6.010073703073431 -6.449155148118734 0),,,,,,,
node,3.0,,POINT Z (6.562419181926014 -6.650368822318538 0),,,,,,,
node,3.0,,POINT Z (5.975352353840793 -14.917663324612871 0),,,,,,,
node,3.0,,POINT Z (6.136223373898277 -15.083896711503003 0),,,,,,,
node,3.0,,POINT Z (-3.653896017334348 -15.409072056702984 0),,,,,,,
node,3.0,,POINT Z (-7.214169175189454 -16.339149253442883 0),,,,,,,
node,3.0,,POINT Z (-0.9811237822816229 -14.543435152595164 0),,,,,,,
node,3.0,,POINT Z (-2.734950197068047 -0.8596148636185899 0),,,,,,,
node,3.0,,POINT Z (13.659107306993683 -9.102101700325287 0),,,,,,,
node,3.0,,POINT Z (15.097031831799535 -9.37759939674288 0),,,,,,,
node,3.0,,POINT Z (16.989280967978846 -9.533926310951172 0),,,,,,,
node,3.0,,POINT Z (-1.3196100924396903 -16.292385624721646 0),,,,,,,
node,3.0,,POINT Z (-0.8156017789733596 -17.078015077859163 0),,,,,,,
node,3.0,,POINT Z (0.6314851633908128 -13.084119229956084 0),,,,,,,
node,3.0,,POINT Z (1.6805383633472957 -17.177777570672333 0),,,,,,,
node,3.0,,POINT Z (-0.5597443798747539 -14.257564628886687 0),,,,,,,
node,3.0,,POINT Z (0.7494219721679365 -21.042534109202354 0),,,,,,,
node,3.0,,POINT Z (13.063851900806185 -7.812575677409768 0),,,,,,,
node,3.0,,POINT Z (14.662215064851583 -8.16710295815565 0),,,,,,,
node,3.0,,POINT Z (14.229825772170443 -8.98478470183909 0),,,,,,,
node,3.0,,POINT Z (20.532527672301512 -7.796987792477012 0),,,,,,,
node,3.0,,POINT Z (20.812536898396505 -7.952323573504888 0),,,,,,,
node,3.0,,POINT Z (21.19100018232174 -8.150146911869426 0),,,,,,,
node,3.0,,POINT Z (21.090054394815983 -8.393484226932342 0),,,,,,,
node,3.0,,POINT Z (21.482349525031168 -9.129232443869114 0),,,,,,,
node,3.0,,POINT Z (21.06364458121919 -8.157648357007519 0),,,,,,,
node,3.0,,POINT Z (27.801678503281437 -7.115797176025808 0),,,,,,,
node,3.0,,POINT Z (19.478786578984 -6.239757984876633 0),,,,,,,
node,3.0,,POINT Z (21.3803016503369 -6.535888030870103 0),,,,,,,
node,3.0,,POINT Z (14.49890446436393 -3.13641458291998 0),,,,,,,
node,3.0,,POINT Z (14.503449755421387 -3.2762667901632576 0),,,,,,,
node,3.0,,POINT Z (12.914102409510866 -6.145715265839714 0),,,,,,,
node,3.0,,POINT Z (13.195965871452678 -5.9196074363465785 0),,,,,,,
node,3.0,,POINT Z (13.455059124855325 -6.127406870946288 0),,,,,,,
node,3.0,,POINT Z (17.38060841144761 -3.336655680090189 0),,,,,,,
node,3.0,,POINT Z (15.023164125589588 -3.7916029542255636 0),,,,,,,
node,3.0,,POINT Z (11.835043691509762 -4.699906308711922 0),,,,,,,
node,3.0,,POINT Z (11.498858899328175 -5.5220834193558455 0),,,,,,,
node,3.0,,POINT Z (-4.65053352797945 -14.177572898585217 0),,,,,,,
node,3.0,,POINT Z (-3.790663486113772 -13.574194675311446 0),,,,,,,
node,3.0,,POINT Z (4.970549791418293 -17.595398262368516 0),,,,,,,
node,3.0,,POINT Z (19.509974524846452 -7.465689850043583 0),,,,,,,
node,3.0,,POINT Z (19.709499465418048 -7.447374084033072 0),,,,,,,
node,4.0,,POINT Z (-25.246446461533196 -8.349536050111055 0),,,,,,,
node,4.0,,POINT Z (-21.238590506851693 -9.266296256182034 0),,,,,,,
node,4.0,,POINT Z (-20.845471570501104 -8.926749185658991 0),,,,,,,
node,4.0,,POINT Z (-20.550220331118908 -8.612057534977794 0),,,,,,,
node,4.0,,POINT Z (-16.75569514464587 -9.088955116458237 0),,,,,,,
node,4.0,,POINT Z (-16.58107386381845 -8.955960201118447 0),,,,,,,
node,4.0,,POINT Z (-21.273592870352875 -8.600178321576717 0),,,,,,,
node,4.0,,POINT Z (-12.935348822562448 -2.373284168301633 0),,,,,,,
node,4.0,,POINT Z (-20.167488311174836 4.860483461151889 0),,,,,,,
node,4.0,,POINT Z (-22.59450209955922 7.540222585968194 0),,,,,,,
node,4.0,,POINT Z (-1.0211137045431675 4.92791737345248 0),,,,,,,
node,4.0,,POINT Z (0.0057653141465946 3.0960305824806333 0),,,,,,,
node,4.0,,POINT Z (-12.012408201873768 0.1525607965886593 0),,,,,,,
node,4.0,,POINT Z (-17.320917757612257 5.665392255754822 0),,,,,,,
node,4.0,,POINT Z (-17.27585797999208 5.718624087195222 0),,,,,,,
node,4.0,,POINT Z (-14.846846916538198 1.6103006834164262 0),,,,,,,
node,4.0,,POINT Z (-16.880636147358544 6.263716452661098 0),,,,,,,
node,4.0,,POINT Z (-12.244662741905303 7.212107352951233 0),,,,,,,
node,4.0,,POINT Z (-18.424082788132832 5.568155161164099 0),,,,,,,
node,4.0,,POINT Z (-17.986097611479465 6.079098803127797 0),,,,,,,
node,4.0,,POINT Z (-17.887173938663405 6.203985641592322 0),,,,,,,
node,4.0,,POINT Z (-17.744727117649745 6.334461471997201 0),,,,,,,
node,4.0,,POINT Z (-17.584773723523426 6.506723324795769 0),,,,,,,
node,4.0,,POINT Z (-16.274048933235463 5.002427542582154 0),,,,,,,
node,4.0,,POINT Z (-6.832510274854671 10.76948256228416 0),,,,,,,
node,4.0,,POINT Z (-6.287441669869104 11.127485510727986 0),,,,,,,
node,4.0,,POINT Z (-16.50783097324893 6.2033905843272805 0),,,,,,,
node,4.0,,POINT Z (-3.3648982405429706 12.966982883401215 0),,,,,,,
node,4.0,,POINT Z (-18.305601565286317 17.32408619297691 0),,,,,,,
node,4.0,,POINT Z (-19.24346129281912 16.660964699462056 0),,,,,,,
node,4.0,,POINT Z (-18.560344625031576 16.903766869567335 0),,,,,,,
node,4.0,,POINT Z (-10.879906666044194 19.405648689573788 0),,,,,,,
node,4.0,,POINT Z (5.916363064781763 0.2914400659501553 0),,,,,,,
node,4.0,,POINT Z (6.290454264439177 0.4162485087290406 0),,,,,,,
node,4.0,,POINT Z (8.629255242005456 1.3638388784602284 0),,,,,,,
node,4.0,,POINT Z (10.21662356226204 2.116197436964256 0),,,,,,,
node,4.0,,POINT Z (10.743963119105985 -0.8814585264894266 0),,,,,,,
node,4.0,,POINT Z (11.68908227733305 -0.6154651055215685 0),,,,,,,
node,4.0,,POINT Z (-6.729651336441748 16.856919929385185 0),,,,,,,
node,4.0,,POINT Z (8.701470651907417 6.993782206006608 0),,,,,,,
node,4.0,,POINT Z (9.07124004799562 7.046959397263027 0),,,,,,,
node,4.0,,POINT Z (13.505828865453283 18.460202565347924 0),,,,,,,
node,4.0,,POINT Z (13.906781759295473 19.03306387264618 0),,,,,,,
node,4.0,,POINT Z (13.78485055983047 18.322763933678655 0),,,,,,,
node,4.0,,POINT Z (13.826583139772993 17.985268264077604 0),,,,,,,
node,4.0,,POINT Z (14.035537631027816 18.18521231887847 0),,,,,,,
node,4.0,,POINT Z (14.516014617302506 17.896804385962287 0),,,,,,,
node,4.0,,POINT Z (-3.1293947149346604 16.332728866200814 0),,,,,,,
node,4.0,,POINT Z (-0.2885257397768148 9.187305068517983 0),,,,,,,
node,4.0,,POINT Z (0.3101325022289529 9.3126284731552 0),,,,,,,
node,4.0,,POINT Z (9.677627056961697 6.635144732741505 0),,,,,,,
node,4.0,,POINT Z (10.352680252970757 7.1221308186370695 0),,,,,,,
node,4.0,,POINT Z (13.132601836139099 7.542947862288399 0),,,,,,,
node,4.0,,POINT Z (13.46019523916766 7.557377486489713 0),,,,,,,
node,4.0,,POINT Z (15.292290852579754 7.52650251891464 0),,,,,,,
node,4.0,,POINT Z (13.895362689909659 6.969975060665487 0),,,,,,,
node,4.0,,POINT Z (14.02813225693535 7.041769513860345 0),,,,,,,
node,4.0,,POINT Z (15.435971614380833 7.603832080028951 0),,,,,,,
node,4.0,,POINT Z (15.94493910922783 7.782764367349404 0),,,,,,,
node,4.0,,POINT Z (14.094183815623408 6.497835222045536 0),,,,,,,
node,4.0,,POINT Z (14.481721367337741 6.5701447101309896 0),,,,,,,
node,4.0,,POINT Z (16.746858099073783 7.276829788344227 0),,,,,,,
node,4.0,,POINT Z (16.85829023220166 7.28264437614392 0),,,,,,,
node,4.0,,POINT Z (16.059104461575924 5.574045172184867 0),,,,,,,
node,4.0,,POINT Z (17.00398141591944 5.775720453725455 0),,,,,,,
node,4.0,,POINT Z (19.574350968265087 3.741446988005059 0),,,,,,,
node,4.0,,POINT Z (21.944056662381627 1.488899888470769 0),,,,,,,
node,4.0,,POINT Z (15.184975803496082 2.662408320604903 0),,,,,,,
node,4.0,,POINT Z (17.83630873890196 3.9131797348006376 0),,,,,,,
node,4.0,,POINT Z (6.749128897557966 5.150614433921874 0),,,,,,,
node,4.0,,POINT Z (-7.711644790328278 -7.024461257294631 0),,,,,,,
node,4.0,,POINT Z (10.406230435939506 -12.41638810094446 0),,,,,,,
node,4.0,,POINT Z (-7.778317763712128 -4.361035250949025 0),,,,,,,
node,4.0,,POINT Z (-6.17852767748991 -5.770394972525537 0),,,,,,,
node,4.0,,POINT Z (-6.002446639987679 -5.472478722224172 0),,,,,,,
node,4.0,,POINT Z (-4.878289654683216 -5.70112240339077 0),,,,,,,
node,4.0,,POINT Z (-4.773425564171144 -7.398674135925771 0),,,,,,,
node,4.0,,POINT Z (5.362189705716446 -4.255991152487695 0),,,,,,,
node,4.0,,POINT Z (6.07936416165371 -1.0113481088257013 0),,,,,,,
node,4.0,,POINT Z (-0.5304710496061843 -2.9439702500947 0),,,,,,,
node,4.0,,POINT Z (0.7272987863706616 -5.584864119215549 0),,,,,,,
node,4.0,,POINT Z (6.797781541819448 -9.196779842410216 0),,,,,,,
node,4.0,,POINT Z (7.566783916961867 -7.748145649209619 0),,,,,,,
node,4.0,,POINT Z (5.465632175115567 -11.085786930637928 0),,,,,,,
node,4.0,,POINT Z (4.843060638406314 -8.721868927590549 0),,,,,,,
node,4.0,,POINT Z (1.398086989786248 -6.274997509998221 0),,,,,,,
node,4.0,,POINT Z (1.5972870435160027 -6.4112812232059015 0),,,,,,,
node,4.0,,POINT Z (1.7639844915260394 -6.556110007689171 0),,,,,,,
node,4.0,,POINT Z (-4.1737287291907705 -6.207356743514538 0),,,,,,,
node,4.0,,POINT Z (-3.997328370603764 -6.039049899148622 0),,,,,,,
node,4.0,,POINT Z (-1.7440633465303108 -5.718769279308617 0),,,,,,,
node,4.0,,POINT Z (-1.332646295253653 -5.390793231315911 0),,,,,,,
node,4.0,,POINT Z (10.050676846544668 -15.77760955779143 0),,,,,,,
node,4.0,,POINT Z (11.546617296058187 -14.823721924953746 0),,,,,,,
node,4.0,,POINT Z (20.529365492984653 -3.217363136820495 0),,,,,,,
node,4.0,,POINT Z (21.27683712748869 -2.991955471374852 0),,,,,,,
node,4.0,,POINT Z (-1.5566640050920906 -10.596211494546408 0),,,,,,,
node,4.0,,POINT Z (1.430423418501439 -18.06597389296771 0),,,,,,,
node,4.0,,POINT Z (-3.016667807157635 -10.406454374752824 0),,,,,,,
node,4.0,,POINT Z (0.2945483453978034 -8.701685222560185 0),,,,,,,
node,4.0,,POINT Z (3.727106579056693 -6.9776910977972415 0),,,,,,,
node,4.0,,POINT Z (4.573230448178947 -6.616614054888487 0),,,,,,,
node,4.0,,POINT Z (4.90486877741132 -6.460783996706719 0),,,,,,,
node,4.0,,POINT Z (-2.538238149834797 -0.2144976174458861 0),,,,,,,
node,4.0,,POINT Z (-2.326241455215495 -0.0740618435665965 0),,,,,,,
node,4.0,,POINT Z (8.385234196900175 -10.715392020741666 0),,,,,,,
node,4.0,,POINT Z (8.690464873739984 -10.336387041956186 0),,,,,,,
node,4.0,,POINT Z (9.667251547449268 -15.5514414338395 0),,,,,,,
node,4.0,,POINT Z (-2.4128404961666092 -15.871512702666223 0),,,,,,,
node,4.0,,POINT Z (-2.037133658203263 -15.680874185885058 0),,,,,,,
node,4.0,,POINT Z (-1.2894735127727546 -15.332171847119028 0),,,,,,,
node,4.0,,POINT Z (7.0840790445091875 -15.963481181313112 0),,,,,,,
node,4.0,,POINT Z (4.018227728258353 -14.314303788356483 0),,,,,,,
node,4.0,,POINT Z (20.71746755222557 -8.737886446528137 0),,,,,,,
node,4.0,,POINT Z (12.642995465553689 -6.6747038708776305 0),,,,,,,
node,4.0,,POINT Z (14.434279587469064 -4.229543550871313 0),,,,,,,
node,4.0,,POINT Z (10.856449790403074 -4.712611891192975 0),,,,,,,
node,4.0,,POINT Z (-20.52822286018477 -9.333005868346627 0),,,,,,,
node,4.0,,POINT Z (-17.631641143378804 -10.989406659703798 0),,,,,,,
node,4.0,,POINT Z (-13.670567503152016 -14.049876185834998 0),,,,,,,
node,4.0,,POINT Z (-13.77189047374435 -1.9141873771587716 0),,,,,,,
node,4.0,,POINT Z (-12.604486091342785 -2.319137066992453 0),,,,,,,
node,4.0,,POINT Z (-16.803398951719632 6.394314837785666 0),,,,,,,
node,4.0,,POINT Z (-7.9889487504183325 2.5066064272491486 0),,,,,,,
node,4.0,,POINT Z (8.841489933152168 6.58081755152321 0),,,,,,,
node,4.0,,POINT Z (-14.867560489266506 6.16920375919854 0),,,,,,,
node,4.0,,POINT Z (-9.319829795236746 18.927272905502626 0),,,,,,,
node,4.0,,POINT Z (-5.709585591184317 9.581699131944996 0),,,,,,,
node,4.0,,POINT Z (2.6079934796369844 11.35330046617 0),,,,,,,
node,4.0,,POINT Z (4.152771481653583 10.121602032181983 0),,,,,,,
node,4.0,,POINT Z (-4.380813302582978 5.3937157262012185 0),,,,,,,
node,4.0,,POINT Z (-5.460266645764932 16.809082264080644 0),,,,,,,
node,4.0,,POINT Z (8.876622439825326 14.066981049016706 0),,,,,,,
node,4.0,,POINT Z (-11.531755252122485 14.018513315357367 0),,,,,,,
node,4.0,,POINT Z (12.959990867684763 11.588167739956452 0),,,,,,,
node,4.0,,POINT Z (16.915165410295522 7.242822489234545 0),,,,,,,
node,4.0,,POINT Z (17.51977855621133 7.003407633863405 0),,,,,,,
node,4.0,,POINT Z (16.489224771361908 7.753215809828671 0),,,,,,,
node,4.0,,POINT Z (17.106336943002923 7.022448363718083 0),,,,,,,
node,4.0,,POINT Z (17.089977503417288 5.711533882630666 0),,,,,,,
node,4.0,,POINT Z (17.67195772588855 5.040160987607179 0),,,,,,,
node,4.0,,POINT Z (6.367707114550285 -3.3941516308113933 0),,,,,,,
node,4.0,,POINT Z (4.288154606875091 -6.259901102781709 0),,,,,,,
node,4.0,,POINT Z (16.490567248823716 4.250598609699886 0),,,,,,,
node,4.0,,POINT Z (16.41045494565737 2.6362308672186763 0),,,,,,,
node,4.0,,POINT Z (15.613590346402269 3.568546594412234 0),,,,,,,
node,4.0,,POINT Z (14.164570418092335 4.181971646323661 0),,,,,,,
node,4.0,,POINT Z (17.370405616875942 2.727302171754303 0),,,,,,,
node,4.0,,POINT Z (8.54902549827605 -7.632760446019889 0),,,,,,,
node,4.0,,POINT Z (20.923388972101414 -8.141512370686101 0),,,,,,,
node,4.0,,POINT Z (13.210863610597004 -6.61123453083059 0),,,,,,,
node,5.0,,POINT Z (-23.729464420408476 -7.4556434927508235 0),,,,,,,
node,5.0,,POINT Z (-21.65938686497975 -8.127793884836137 0),,,,,,,
node,5.0,,POINT Z (-20.48788572775025 -8.54490791935005 0),,,,,,,
node,5.0,,POINT Z (-26.080257851281203 -7.528786219656467 0),,,,,,,
node,5.0,,POINT Z (-13.363954602376175 -6.847920482338601 0),,,,,,,
node,5.0,,POINT Z (-15.35401102353353 -13.976927573792636 0),,,,,,,
node,5.0,,POINT Z (-20.88634969026316 -8.43369693402201 0),,,,,,,
node,5.0,,POINT Z (-19.033068694250403 -5.966117758321854 0),,,,,,,
node,5.0,,POINT Z (-16.71180223778356 -8.21892081387341 0),,,,,,,
node,5.0,,POINT Z (-16.959308328398038 -6.205034003593028 0),,,,,,,
node,5.0,,POINT Z (-14.382391358842142 -3.821591039188206 0),,,,,,,
node,5.0,,POINT Z (-21.235951117123477 -0.459761081263423 0),,,,,,,
node,5.0,,POINT Z (-19.835439316928387 -0.4230600409209728 0),,,,,,,
node,5.0,,POINT Z (-21.074959505931474 -0.8497899826616049 0),,,,,,,
node,5.0,,POINT Z (-19.28887173545081 -0.7805335177108645 0),,,,,,,
node,5.0,,POINT Z (-19.91555118834367 -1.7367985052987933 0),,,,,,,
node,5.0,,POINT Z (-19.053764263284393 -2.2537521701306105 0),,,,,,,
node,5.0,,POINT Z (-18.677713810582645 -2.3321213265880942 0),,,,,,,
node,5.0,,POINT Z (-18.387322670896538 -2.640737853012979 0),,,,,,,
node,5.0,,POINT Z (-17.74092900066171 -1.3297251295298338 0),,,,,,,
node,5.0,,POINT Z (-19.314387274091132 0.9198949420824647 0),,,,,,,
node,5.0,,POINT Z (-18.301189637975767 1.6886950563639402 0),,,,,,,
node,5.0,,POINT Z (-19.46772858122131 1.1696573998779058 0),,,,,,,
node,5.0,,POINT Z (-19.543753557954915 1.3363815499469638 0),,,,,,,
node,5.0,,POINT Z (-18.64518886123551 2.145126737654209 0),,,,,,,
node,5.0,,POINT Z (-20.113266668398865 1.8013960868120193 0),,,,,,,
node,5.0,,POINT Z (-11.143558553536423 -0.8901253091171384 0),,,,,,,
node,5.0,,POINT Z (-10.829232922871597 -1.0520506342872977 0),,,,,,,
node,5.0,,POINT Z (-11.018145802547224 -0.9568004449829459 0),,,,,,,
node,5.0,,POINT Z (-18.942953838093672 2.7579044522717595 0),,,,,,,
node,5.0,,POINT Z (-20.255164280359168 3.837562158703804 0),,,,,,,
node,5.0,,POINT Z (-20.297950568725355 4.650631339289248 0),,,,,,,
node,5.0,,POINT Z (-24.826984668325167 7.8693814957514405 0),,,,,,,
node,5.0,,POINT Z (-25.127677708980627 8.475532223470509 0),,,,,,,
node,5.0,,POINT Z (-23.63794726744527 4.982021255418658 0),,,,,,,
node,5.0,,POINT Z (-23.193964315694757 6.567941880784929 0),,,,,,,
node,5.0,,POINT Z (-24.689890060282778 7.632849056273699 0),,,,,,,
node,5.0,,POINT Z (12.866175752482377 -18.14203565567732 0),,,,,,,
node,5.0,,POINT Z (12.710652462556027 -17.93548128940165 0),,,,,,,
node,5.0,,POINT Z (-23.591096587770153 6.9438174813985825 0),,,,,,,
node,5.0,,POINT Z (-5.771226272569038 1.6564998095855117 0),,,,,,,
node,5.0,,POINT Z (-4.013896542717703 3.0161335254088044 0),,,,,,,
node,5.0,,POINT Z (1.641320422058925 6.345181038603187 0),,,,,,,
node,5.0,,POINT Z (-1.904452872404363 2.0225647324696183 0),,,,,,,
node,5.0,,POINT Z (-4.179790626396425 2.882783259265125 0),,,,,,,
node,5.0,,POINT Z (-3.183350154373329 2.819159423932433 0),,,,,,,
node,5.0,,POINT Z (-20.89209813310299 4.554644309915602 0),,,,,,,
node,5.0,,POINT Z (8.895916813705416 -23.140934936046122 0),,,,,,,
node,5.0,,POINT Z (-11.277107259375043 0.160801793448627 0),,,,,,,
node,5.0,,POINT Z (-19.398073305143043 11.737832532264292 0),,,,,,,
node,5.0,,POINT Z (-17.692678014246628 11.804676950960348 0),,,,,,,
node,5.0,,POINT Z (-14.233757335343398 11.526461747474968 0),,,,,,,
node,5.0,,POINT Z (-12.758527333964594 12.15389358997345 0),,,,,,,
node,5.0,,POINT Z (-20.723209560499527 4.177986342459917 0),,,,,,,
node,5.0,,POINT Z (-14.130480151739903 7.100123140960932 0),,,,,,,
node,5.0,,POINT Z (-9.715684283175506 7.253823896870017 0),,,,,,,
node,5.0,,POINT Z (-6.195631636423059 11.189437989145517 0),,,,,,,
node,5.0,,POINT Z (-12.228870048944373 9.36693871486932 0),,,,,,,
node,5.0,,POINT Z (-3.179780702648779 13.052280827075439 0),,,,,,,
node,5.0,,POINT Z (-18.892165847239085 17.184836394153535 0),,,,,,,
node,5.0,,POINT Z (-18.073846043203957 17.66051895637065 0),,,,,,,
node,5.0,,POINT Z (-19.88787940342445 16.530545060522854 0),,,,,,,
node,5.0,,POINT Z (-16.218216339930223 16.790990318197487 0),,,,,,,
node,5.0,,POINT Z (-18.275114278309047 16.425781967118382 0),,,,,,,
node,5.0,,POINT Z (-14.581862197373994 17.213997014798224 0),,,,,,,
node,5.0,,POINT Z (-15.756792043452151 16.797243201173842 0),,,,,,,
node,5.0,,POINT Z (-10.604506642383058 19.620928303338587 0),,,,,,,
node,5.0,,POINT Z (-4.097661417799972 19.57549445967219 0),,,,,,,
node,5.0,,POINT Z (-2.1708237228773712 19.146482938590044 0),,,,,,,
node,5.0,,POINT Z (17.938180810655467 -16.059014312922955 0),,,,,,,
node,5.0,,POINT Z (4.587335830379743 12.235938702709973 0),,,,,,,
node,5.0,,POINT Z (-1.0752519918657188 6.48212890647217 0),,,,,,,
node,5.0,,POINT Z (11.013869083370082 2.4957832945510745 0),,,,,,,
node,5.0,,POINT Z (8.765464037540369 -1.635911581106484 0),,,,,,,
node,5.0,,POINT Z (8.506663564476185 -0.8145542172715068 0),,,,,,,
node,5.0,,POINT Z (11.402069792966358 0.2947642486542463 0),,,,,,,
node,5.0,,POINT Z (10.614733142661862 -1.177846890874207 0),,,,,,,
node,5.0,,POINT Z (10.783726955099791 3.4339466335624986 0),,,,,,,
node,5.0,,POINT Z (10.311584231327288 4.173733773641288 0),,,,,,,
node,5.0,,POINT Z (5.015869215072598 4.0368328066542745 0),,,,,,,
node,5.0,,POINT Z (-13.310337809030898 15.429731782525778 0),,,,,,,
node,5.0,,POINT Z (14.160945300251585 19.401496308774185 0),,,,,,,
node,5.0,,POINT Z (11.138314473093487 19.924715808592737 0),,,,,,,
node,5.0,,POINT Z (12.20133868989069 20.067639731802046 0),,,,,,,
node,5.0,,POINT Z (11.978846605343278 20.246513239108026 0),,,,,,,
node,5.0,,POINT Z (10.927915138658136 20.189401713199914 0),,,,,,,
node,5.0,,POINT Z (11.514235708513297 19.4733033394441 0),,,,,,,
node,5.0,,POINT Z (11.595202420430724 19.3774630157277 0),,,,,,,
node,5.0,,POINT Z (12.300592974410392 18.843917350284755 0),,,,,,,
node,5.0,,POINT Z (13.462704456237317 19.77057561452159 0),,,,,,,
node,5.0,,POINT Z (13.681049043894745 17.8418987672776 0),,,,,,,
node,5.0,,POINT Z (14.907476416979899 18.83178696302294 0),,,,,,,
node,5.0,,POINT Z (15.356922340753954 18.439754691906273 0),,,,,,,
node,5.0,,POINT Z (8.154913625097834 5.940988646820188 0),,,,,,,
node,5.0,,POINT Z (-11.574939092679415 17.64565849956125 0),,,,,,,
node,5.0,,POINT Z (7.035304987616618 17.793526718235576 0),,,,,,,
node,5.0,,POINT Z (5.000426924845669 19.068466958589852 0),,,,,,,
node,5.0,,POINT Z (-2.7197113159345463 16.333326120860875 0),,,,,,,
node,5.0,,POINT Z (-2.690908929158468 16.087338586337864 0),,,,,,,
node,5.0,,POINT Z (11.140086207564632 14.267616635112331 0),,,,,,,
node,5.0,,POINT Z (2.0624987109331414 15.656355237588286 0),,,,,,,
node,5.0,,POINT Z (4.490052111737896 8.721023841761053 0),,,,,,,
node,5.0,,POINT Z (-0.1547122334013693 8.057067870162427 0),,,,,,,
node,5.0,,POINT Z (1.0871091614244506 7.696700755506754 0),,,,,,,
node,5.0,,POINT Z (1.9558525326428935 7.455821913667023 0),,,,,,,
node,5.0,,POINT Z (2.8944598817033693 7.672400244511664 0),,,,,,,
node,5.0,,POINT Z (2.0915337720070966 7.243202168494463 0),,,,,,,
node,5.0,,POINT Z (2.015692547778599 7.303032433614135 0),,,,,,,
node,5.0,,POINT Z (1.2371648353291675 7.556365287862718 0),,,,,,,
node,5.0,,POINT Z (1.245670014875941 7.646884703077376 0),,,,,,,
node,5.0,,POINT Z (9.693136153626256 6.439756692387164 0),,,,,,,
node,5.0,,POINT Z (11.871677224407904 6.201611657626927 0),,,,,,,
node,5.0,,POINT Z (13.121938662487082 6.351059817709029 0),,,,,,,
node,5.0,,POINT Z (13.805998129653744 6.043658315204084 0),,,,,,,
node,5.0,,POINT Z (14.693193544226233 5.429817854426801 0),,,,,,,
node,5.0,,POINT Z (9.719425041694194 7.768274708651006 0),,,,,,,
node,5.0,,POINT Z (10.821895023691468 11.368508401326835 0),,,,,,,
node,5.0,,POINT Z (19.967393414932303 4.025500611402094 0),,,,,,,
node,5.0,,POINT Z (20.13560895487899 3.811624032445252 0),,,,,,,
node,5.0,,POINT Z (22.50193701207172 1.3111332086846232 0),,,,,,,
node,5.0,,POINT Z (22.391191188414957 1.4352641466398122 0),,,,,,,
node,5.0,,POINT Z (22.24296080035856 1.677033699117601 0),,,,,,,
node,5.0,,POINT Z (14.280253810167778 1.7325197560712695 0),,,,,,,
node,5.0,,POINT Z (13.861889310996048 2.253993176855147 0),,,,,,,
node,5.0,,POINT Z (14.432951385970227 2.003697886131704 0),,,,,,,
node,5.0,,POINT Z (18.321789029811043 0.327863129787147 0),,,,,,,
node,5.0,,POINT Z (14.823413774021901 1.4593333369120955 0),,,,,,,
node,5.0,,POINT Z (18.466836690786295 0.292941709049046 0),,,,,,,
node,5.0,,POINT Z (18.9820320190629 0.4000728847458959 0),,,,,,,
node,5.0,,POINT Z (7.878303860146331 5.5174046903629845 0),,,,,,,
node,5.0,,POINT Z (-9.127004340407439 -6.100523513741791 0),,,,,,,
node,5.0,,POINT Z (-8.482728642935399 -5.419482449069619 0),,,,,,,
node,5.0,,POINT Z (-8.208412898820825 -5.71133500803262 0),,,,,,,
node,5.0,,POINT Z (-7.812346539110877 -7.22077720798552 0),,,,,,,
node,5.0,,POINT Z (-1.580461424891837 0.0983379455283284 0),,,,,,,
node,5.0,,POINT Z (-1.376355433021672 7.813343225978315 0),,,,,,,
node,5.0,,POINT Z (-0.8841428668820299 7.892916778102517 0),,,,,,,
node,5.0,,POINT Z (-9.191484579874668 -11.987242963165045 0),,,,,,,
node,5.0,,POINT Z (-9.099499807867687 -11.602639784105122 0),,,,,,,
node,5.0,,POINT Z (10.868673512595706 -12.473940782248974 0),,,,,,,
node,5.0,,POINT Z (9.26780316945568 -10.852328784961752 0),,,,,,,
node,5.0,,POINT Z (20.56204621737668 0.0748599486075793 0),,,,,,,
node,5.0,,POINT Z (-5.68942793936003 -5.1083747977390885 0),,,,,,,
node,5.0,,POINT Z (-4.804731342068408 -5.57000108063221 0),,,,,,,
node,5.0,,POINT Z (8.891838525689701 -5.292844428719891 0),,,,,,,
node,5.0,,POINT Z (-3.282648601802066 6.5674166996032 0),,,,,,,
node,5.0,,POINT Z (9.386342163546942 -16.10322254244238 0),,,,,,,
node,5.0,,POINT Z (11.974897746555428 -14.503555862300987 0),,,,,,,
node,5.0,,POINT Z (-2.187932746601291 -0.0027242675423622 0),,,,,,,
node,5.0,,POINT Z (8.953793020336889 -10.11679092887789 0),,,,,,,
node,5.0,,POINT Z (11.950046380399726 -14.38760625012219 0),,,,,,,
