type,n_type,n_origin,geometry,id,length,azimuth,censored,f_set,Area,b_group
node,6.0,,POINT Z (410107.6554339376 5081033.550829681 0),,,,,,,
node,6.0,,POINT Z (410107.34459215344 5081032.850965684 0),,,,,,,
node,6.0,,POINT Z (410106.78274855466 5081033.345912114 0),,,,,,,
node,6.0,,POINT Z (410104.4318539695 5081034.383203223 0),,,,,,,
node,6.0,,POINT Z (410104.6323653846 5081034.730637769 0),,,,,,,
node,6.0,,POINT Z (410104.2116951663 5081034.800851364 0),,,,,,,
node,6.0,,POINT Z (410104.3504502817 5081035.047906113 0),,,,,,,
node,6.0,,POINT Z (410104.8153110857 5081035.603842417 0),,,,,,,
node,6.0,,POINT Z (410104.4989520475 5081036.016951587 0),,,,,,,
node,6.0,,POINT Z (410104.9266456418 5081034.788612234 0),,,,,,,
node,6.0,,POINT Z (410105.15994014754 5081035.161785041 0),,,,,,,
node,6.0,,POINT Z (410104.54059163644 5081034.9394606585 0),,,,,,,
node,6.0,,POINT Z (410104.8484098148 5081035.315582579 0),,,,,,,
node,6.0,,POINT Z (410104.90527944895 5081035.561265415 0),,,,,,,
node,6.0,,POINT Z (410105.03907709836 5081035.629871901 0),,,,,,,
node,6.0,,POINT Z (410105.6710636766 5081036.325093812 0),,,,,,,
node,6.0,,POINT Z (410105.9486272126 5081036.169181838 0),,,,,,,
node,6.0,,POINT Z (410106.73063820077 5081035.655883471 0),,,,,,,
node,6.0,,POINT Z (410107.0135973733 5081035.4449988045 0),,,,,,,
node,6.0,,POINT Z (410107.28026369424 5081035.246677045 0),,,,,,,
node,6.0,,POINT Z (410107.08447732247 5081035.392235499 0),,,,,,,
node,6.0,,POINT Z (410107.5989141849 5081035.584284074 0),,,,,,,
node,6.0,,POINT Z (410107.2027297727 5081035.304320064 0),,,,,,,
node,6.0,,POINT Z (410107.5038305637 5081035.740750792 0),,,,,,,
node,6.0,,POINT Z (410107.57453514775 5081035.848771684 0),,,,,,,
node,6.0,,POINT Z (410107.742729267 5081035.705373343 0),,,,,,,
node,6.0,,POINT Z (410107.7931435437 5081035.796717734 0),,,,,,,
node,6.0,,POINT Z (410107.9988570894 5081034.780402605 0),,,,,,,
node,6.0,,POINT Z (410108.4260815089 5081035.148584443 0),,,,,,,
node,6.0,,POINT Z (410108.2705689112 5081035.265642595 0),,,,,,,
node,6.0,,POINT Z (410108.59415362636 5081035.531419769 0),,,,,,,
node,6.0,,POINT Z (410109.38371681323 5081035.359946794 0),,,,,,,
node,6.0,,POINT Z (410102.6244636525 5081039.629965004 0),,,,,,,
node,6.0,,POINT Z (410108.55342645926 5081035.897915093 0),,,,,,,
node,6.0,,POINT Z (410108.82838151435 5081036.028107943 0),,,,,,,
node,6.0,,POINT Z (410109.2448160173 5081035.775421193 0),,,,,,,
node,6.0,,POINT Z (410109.57353139203 5081036.041397986 0),,,,,,,
node,6.0,,POINT Z (410109.68679630297 5081035.24448794 0),,,,,,,
node,6.0,,POINT Z (410110.21130658564 5081035.542459321 0),,,,,,,
node,6.0,,POINT Z (410110.15955221036 5081036.360298825 0),,,,,,,
node,6.0,,POINT Z (410110.5563776511 5081036.067477704 0),,,,,,,
node,6.0,,POINT Z (410110.5097969413 5081036.100323355 0),,,,,,,
node,6.0,,POINT Z (410109.8080303684 5081036.55773985 0),,,,,,,
node,6.0,,POINT Z (410110.1427019483 5081036.887471309 0),,,,,,,
node,6.0,,POINT Z (410109.64335703105 5081038.2432047315 0),,,,,,,
node,6.0,,POINT Z (410103.4764210758 5081040.520326858 0),,,,,,,
node,6.0,,POINT Z (410101.7680535105 5081041.296432198 0),,,,,,,
node,6.0,,POINT Z (410101.88501875784 5081041.383969508 0),,,,,,,
node,6.0,,POINT Z (410107.18187838217 5081041.080568311 0),,,,,,,
node,6.0,,POINT Z (410107.3592024845 5081041.068886392 0),,,,,,,
node,6.0,,POINT Z (410106.6841974216 5081040.7388042165 0),,,,,,,
node,6.0,,POINT Z (410107.08491043746 5081040.9139706185 0),,,,,,,
node,6.0,,POINT Z (410107.2978704609 5081041.069616535 0),,,,,,,
node,6.0,,POINT Z (410107.47462992376 5081041.0300055705 0),,,,,,,
node,6.0,,POINT Z (410106.9691792424 5081040.651525075 0),,,,,,,
node,6.0,,POINT Z (410107.0511934753 5081040.773331394 0),,,,,,,
node,6.0,,POINT Z (410101.8085063408 5081041.277481322 0),,,,,,,
node,6.0,,POINT Z (410102.2314903733 5081042.669075212 0),,,,,,,
node,6.0,,POINT Z (410101.84936479805 5081042.501097916 0),,,,,,,
node,6.0,,POINT Z (410097.98946304776 5081046.621390121 0),,,,,,,
node,6.0,,POINT Z (410109.996024547 5081036.009845941 0),,,,,,,
node,6.0,,POINT Z (410114.0278642396 5081040.135627838 0),,,,,,,
node,6.0,,POINT Z (410099.1811684119 5081042.987715695 0),,,,,,,
node,6.0,,POINT Z (410098.3558662426 5081045.187020083 0),,,,,,,
node,6.0,,POINT Z (410099.34743479843 5081045.035287115 0),,,,,,,
node,6.0,,POINT Z (410135.3814365755 5081019.759350617 0),,,,,,,
node,6.0,,POINT Z (410135.47585583857 5081019.852718371 0),,,,,,,
node,6.0,,POINT Z (410135.18852430343 5081019.8794079935 0),,,,,,,
node,6.0,,POINT Z (410135.3083087848 5081019.9760065265 0),,,,,,,
node,6.0,,POINT Z (410127.0180525721 5081017.945573816 0),,,,,,,
node,6.0,,POINT Z (410128.05293285835 5081018.814356137 0),,,,,,,
node,6.0,,POINT Z (410128.31911204336 5081019.005404101 0),,,,,,,
node,6.0,,POINT Z (410099.2103821357 5081046.576160015 0),,,,,,,
node,6.0,,POINT Z (410102.07440562453 5081042.682753676 0),,,,,,,
node,6.0,,POINT Z (410102.2149337742 5081042.670016819 0),,,,,,,
node,6.0,,POINT Z (410102.938939072 5081043.760168258 0),,,,,,,
node,6.0,,POINT Z (410101.3183985761 5081042.936380852 0),,,,,,,
node,6.0,,POINT Z (410098.8992824544 5081045.044450398 0),,,,,,,
node,6.0,,POINT Z (410109.5599177391 5081038.854502092 0),,,,,,,
node,6.0,,POINT Z (410110.9085249774 5081038.432218988 0),,,,,,,
node,6.0,,POINT Z (410115.4670614487 5081039.543361051 0),,,,,,,
node,6.0,,POINT Z (410115.6519758147 5081039.788554338 0),,,,,,,
node,6.0,,POINT Z (410116.7075944372 5081039.512458858 0),,,,,,,
node,6.0,,POINT Z (410116.39929727133 5081039.5932377 0),,,,,,,
node,6.0,,POINT Z (410116.36558030883 5081039.6044766875 0),,,,,,,
node,6.0,,POINT Z (410116.3124229355 5081039.998145006 0),,,,,,,
node,6.0,,POINT Z (410118.7797743446 5081041.117724867 0),,,,,,,
node,6.0,,POINT Z (410119.0276783103 5081041.277372941 0),,,,,,,
node,6.0,,POINT Z (410119.277693098 5081041.449796934 0),,,,,,,
node,6.0,,POINT Z (410119.8117384568 5081041.791940715 0),,,,,,,
node,6.0,,POINT Z (410119.86031947576 5081041.821463027 0),,,,,,,
node,6.0,,POINT Z (410119.9745305119 5081041.890868195 0),,,,,,,
node,6.0,,POINT Z (410120.2716252506 5081042.071410382 0),,,,,,,
node,6.0,,POINT Z (410122.4566614115 5081043.213762006 0),,,,,,,
node,6.0,,POINT Z (410120.5655124313 5081039.795581824 0),,,,,,,
node,6.0,,POINT Z (410120.95351726265 5081040.009383991 0),,,,,,,
node,6.0,,POINT Z (410123.43287569226 5081041.380520942 0),,,,,,,
node,6.0,,POINT Z (410123.86779305036 5081041.648920305 0),,,,,,,
node,6.0,,POINT Z (410124.4357808499 5081041.910899174 0),,,,,,,
node,6.0,,POINT Z (410125.8373332832 5081042.59323391 0),,,,,,,
node,6.0,,POINT Z (410126.2651046757 5081042.809262216 0),,,,,,,
node,6.0,,POINT Z (410129.3092488393 5081044.271694062 0),,,,,,,
node,6.0,,POINT Z (410129.2872635528 5081044.319966104 0),,,,,,,
node,6.0,,POINT Z (410130.6915062368 5081045.054519771 0),,,,,,,
node,6.0,,POINT Z (410130.77170333784 5081045.066121583 0),,,,,,,
node,6.0,,POINT Z (410117.8489001106 5081040.360378163 0),,,,,,,
node,6.0,,POINT Z (410117.88626853673 5081040.385442351 0),,,,,,,
node,6.0,,POINT Z (410118.707754512 5081040.670923862 0),,,,,,,
node,6.0,,POINT Z (410125.8014366417 5081043.242129635 0),,,,,,,
node,6.0,,POINT Z (410125.9799405568 5081043.068454451 0),,,,,,,
node,6.0,,POINT Z (410126.7938014064 5081044.549129022 0),,,,,,,
node,6.0,,POINT Z (410103.59019283205 5081048.993587601 0),,,,,,,
node,6.0,,POINT Z (410103.3690581589 5081048.629079897 0),,,,,,,
node,6.0,,POINT Z (410103.5901999273 5081048.760161657 0),,,,,,,
node,6.0,,POINT Z (410108.5760506941 5081049.38057328 0),,,,,,,
node,6.0,,POINT Z (410109.1391570077 5081049.612268603 0),,,,,,,
node,6.0,,POINT Z (410099.8349440677 5081045.213073942 0),,,,,,,
node,6.0,,POINT Z (410098.5548847201 5081046.606389008 0),,,,,,,
node,6.0,,POINT Z (410102.8870653952 5081043.78886912 0),,,,,,,
node,6.0,,POINT Z (410102.93091717025 5081043.838414797 0),,,,,,,
node,6.0,,POINT Z (410103.45106194174 5081044.027129045 0),,,,,,,
node,6.0,,POINT Z (410104.58469134633 5081043.427706853 0),,,,,,,
node,6.0,,POINT Z (410103.94139634375 5081042.278267571 0),,,,,,,
node,6.0,,POINT Z (410101.20017765375 5081041.574928338 0),,,,,,,
node,6.0,,POINT Z (410101.4193704068 5081041.656523222 0),,,,,,,
node,6.0,,POINT Z (410145.434765856 5081029.923303972 0),,,,,,,
node,6.0,,POINT Z (410146.37617183133 5081030.474124118 0),,,,,,,
node,6.0,,POINT Z (410107.35160856775 5081039.588225716 0),,,,,,,
node,6.0,,POINT Z (410106.61570069205 5081044.418029487 0),,,,,,,
node,6.0,,POINT Z (410106.73316049745 5081044.519407418 0),,,,,,,
node,6.0,,POINT Z (410106.6973817556 5081044.395227495 0),,,,,,,
node,6.0,,POINT Z (410108.4037549845 5081044.209734024 0),,,,,,,
node,6.0,,POINT Z (410105.41232383845 5081043.982480219 0),,,,,,,
node,6.0,,POINT Z (410110.11086551123 5081043.808723429 0),,,,,,,
node,6.0,,POINT Z (410110.4165092329 5081043.823329772 0),,,,,,,
node,6.0,,POINT Z (410108.7469097419 5081044.714606917 0),,,,,,,
node,6.0,,POINT Z (410110.114106012 5081044.842433232 0),,,,,,,
node,6.0,,POINT Z (410111.87161809235 5081043.508079239 0),,,,,,,
node,6.0,,POINT Z (410112.0903605832 5081043.719616771 0),,,,,,,
node,6.0,,POINT Z (410111.73312973394 5081043.451760828 0),,,,,,,
node,6.0,,POINT Z (410111.82734791643 5081043.534927474 0),,,,,,,
node,6.0,,POINT Z (410111.41503412393 5081043.7011635685 0),,,,,,,
node,6.0,,POINT Z (410111.73314303416 5081043.911135195 0),,,,,,,
node,6.0,,POINT Z (410111.89474144916 5081043.813933141 0),,,,,,,
node,6.0,,POINT Z (410103.26618656784 5081042.473761272 0),,,,,,,
node,6.0,,POINT Z (410104.8407580137 5081044.359479678 0),,,,,,,
node,6.0,,POINT Z (410105.0983434512 5081044.724443007 0),,,,,,,
node,6.0,,POINT Z (410105.453566706 5081041.941799903 0),,,,,,,
node,6.0,,POINT Z (410106.4772335837 5081043.227813451 0),,,,,,,
node,6.0,,POINT Z (410105.54122092866 5081042.526139043 0),,,,,,,
node,6.0,,POINT Z (410105.7614128735 5081042.708166665 0),,,,,,,
node,6.0,,POINT Z (410105.2939644942 5081042.868739992 0),,,,,,,
node,6.0,,POINT Z (410105.40103672043 5081042.944886019 0),,,,,,,
node,6.0,,POINT Z (410109.4448722909 5081043.443404137 0),,,,,,,
node,6.0,,POINT Z (410107.89492399775 5081043.491559316 0),,,,,,,
node,6.0,,POINT Z (410107.9231084869 5081043.4759337185 0),,,,,,,
node,6.0,,POINT Z (410111.97604491515 5081044.017553219 0),,,,,,,
node,6.0,,POINT Z (410106.94761253474 5081045.300213309 0),,,,,,,
node,6.0,,POINT Z (410110.12154272944 5081043.436924172 0),,,,,,,
node,6.0,,POINT Z (410110.75553472526 5081043.775307051 0),,,,,,,
node,6.0,,POINT Z (410111.0594963005 5081043.946156756 0),,,,,,,
node,6.0,,POINT Z (410111.1387242935 5081043.680838705 0),,,,,,,
node,6.0,,POINT Z (410111.1829958834 5081043.823008356 0),,,,,,,
node,6.0,,POINT Z (410115.0629796837 5081048.190096315 0),,,,,,,
node,6.0,,POINT Z (410118.170197187 5081047.632303201 0),,,,,,,
node,6.0,,POINT Z (410105.0365290175 5081043.227683243 0),,,,,,,
node,6.0,,POINT Z (410105.6195894654 5081043.738753421 0),,,,,,,
node,6.0,,POINT Z (410105.7959620767 5081043.962931425 0),,,,,,,
node,6.0,,POINT Z (410106.3332590805 5081043.931469676 0),,,,,,,
node,6.0,,POINT Z (410106.27084323484 5081043.378953958 0),,,,,,,
node,6.0,,POINT Z (410105.0175652562 5081040.341377442 0),,,,,,,
node,6.0,,POINT Z (410104.73368386866 5081041.082859172 0),,,,,,,
node,6.0,,POINT Z (410105.20626735967 5081041.158187978 0),,,,,,,
node,6.0,,POINT Z (410104.07122652006 5081041.643980696 0),,,,,,,
node,6.0,,POINT Z (410110.08966892713 5081047.095869375 0),,,,,,,
node,6.0,,POINT Z (410110.2093489561 5081047.312751458 0),,,,,,,
node,6.0,,POINT Z (410110.3632015839 5081047.656451841 0),,,,,,,
node,6.0,,POINT Z (410111.6017683814 5081048.212477974 0),,,,,,,
node,6.0,,POINT Z (410117.8837715545 5081049.98137233 0),,,,,,,
node,6.0,,POINT Z (410119.60706730146 5081049.961815212 0),,,,,,,
node,6.0,,POINT Z (410117.48127762903 5081050.918947671 0),,,,,,,
node,6.0,,POINT Z (410118.04177029233 5081051.153922673 0),,,,,,,
node,6.0,,POINT Z (410116.8619351281 5081048.350376274 0),,,,,,,
node,6.0,,POINT Z (410103.51624239184 5081054.560283903 0),,,,,,,
node,6.0,,POINT Z (410102.0006354861 5081054.325575908 0),,,,,,,
node,6.0,,POINT Z (410102.54528014525 5081054.362235752 0),,,,,,,
node,6.0,,POINT Z (410102.83802639303 5081054.210615741 0),,,,,,,
node,6.0,,POINT Z (410103.56437353144 5081054.3960473975 0),,,,,,,
node,6.0,,POINT Z (410104.1837683332 5081054.328502458 0),,,,,,,
node,6.0,,POINT Z (410104.35596275935 5081054.123274135 0),,,,,,,
node,6.0,,POINT Z (410104.6536440503 5081054.460443758 0),,,,,,,
node,6.0,,POINT Z (410106.82975503633 5081055.001737701 0),,,,,,,
node,6.0,,POINT Z (410113.981296216 5081046.6471660845 0),,,,,,,
node,6.0,,POINT Z (410113.0890181392 5081047.358675074 0),,,,,,,
node,6.0,,POINT Z (410137.5444464743 5081018.613974013 0),,,,,,,
node,6.0,,POINT Z (410137.5628474982 5081018.603480648 0),,,,,,,
node,6.0,,POINT Z (410138.28334260185 5081019.480279844 0),,,,,,,
node,6.0,,POINT Z (410139.4978616903 5081018.95195006 0),,,,,,,
node,6.0,,POINT Z (410139.50161117455 5081018.1018152675 0),,,,,,,
node,6.0,,POINT Z (410128.75419925264 5081018.23222775 0),,,,,,,
node,6.0,,POINT Z (410128.9000537357 5081018.238529986 0),,,,,,,
node,6.0,,POINT Z (410139.06412515737 5081023.948178124 0),,,,,,,
node,6.0,,POINT Z (410139.61893734674 5081024.257672741 0),,,,,,,
node,6.0,,POINT Z (410106.3598846674 5081052.172807433 0),,,,,,,
node,6.0,,POINT Z (410117.2039800155 5081049.191747006 0),,,,,,,
node,6.0,,POINT Z (410128.5303673714 5081049.327461393 0),,,,,,,
node,6.0,,POINT Z (410128.60374165006 5081049.5966764055 0),,,,,,,
node,6.0,,POINT Z (410127.94196739484 5081049.447360933 0),,,,,,,
node,6.0,,POINT Z (410128.1769721776 5081049.7662884435 0),,,,,,,
node,6.0,,POINT Z (410127.18757063925 5081050.11903758 0),,,,,,,
node,6.0,,POINT Z (410126.8734336123 5081050.285133018 0),,,,,,,
node,6.0,,POINT Z (410120.91325523605 5081051.025340954 0),,,,,,,
node,6.0,,POINT Z (410121.0151868463 5081051.238375566 0),,,,,,,
node,6.0,,POINT Z (410120.3292309926 5081043.562936628 0),,,,,,,
node,6.0,,POINT Z (410118.1604920575 5081042.483730323 0),,,,,,,
node,6.0,,POINT Z (410118.4675600711 5081042.549057388 0),,,,,,,
node,6.0,,POINT Z (410119.1214404157 5081043.615442262 0),,,,,,,
node,6.0,,POINT Z (410116.63569587714 5081040.073723816 0),,,,,,,
node,6.0,,POINT Z (410129.20640956267 5081036.927432972 0),,,,,,,
node,6.0,,POINT Z (410129.70111639804 5081036.996402037 0),,,,,,,
node,6.0,,POINT Z (410129.4546333602 5081037.288208787 0),,,,,,,
node,6.0,,POINT Z (410127.4210056839 5081037.635094544 0),,,,,,,
node,6.0,,POINT Z (410127.8148059094 5081037.76872052 0),,,,,,,
node,6.0,,POINT Z (410127.44092636456 5081038.563819982 0),,,,,,,
node,6.0,,POINT Z (410127.8194014254 5081038.190527088 0),,,,,,,
node,6.0,,POINT Z (410128.09688299143 5081037.184505676 0),,,,,,,
node,6.0,,POINT Z (410131.316389134 5081036.013115671 0),,,,,,,
node,6.0,,POINT Z (410131.74462111964 5081037.224427931 0),,,,,,,
node,6.0,,POINT Z (410133.72366689896 5081037.333750857 0),,,,,,,
node,6.0,,POINT Z (410132.40141760005 5081036.459454583 0),,,,,,,
node,6.0,,POINT Z (410131.4732085357 5081041.717486299 0),,,,,,,
node,6.0,,POINT Z (410130.75305431796 5081040.897415232 0),,,,,,,
node,6.0,,POINT Z (410132.47590345383 5081038.269952799 0),,,,,,,
node,6.0,,POINT Z (410127.0248918523 5081037.015468119 0),,,,,,,
node,6.0,,POINT Z (410127.9178486897 5081036.785956838 0),,,,,,,
node,6.0,,POINT Z (410125.6091857146 5081041.457705025 0),,,,,,,
node,6.0,,POINT Z (410126.0051825891 5081041.146574644 0),,,,,,,
node,6.0,,POINT Z (410127.00796563306 5081042.236563626 0),,,,,,,
node,6.0,,POINT Z (410114.72220393753 5081046.237826993 0),,,,,,,
node,6.0,,POINT Z (410115.3981043156 5081046.272664381 0),,,,,,,
node,6.0,,POINT Z (410116.48667637154 5081046.344165154 0),,,,,,,
node,6.0,,POINT Z (410116.82273202745 5081045.850494578 0),,,,,,,
node,6.0,,POINT Z (410116.9440406247 5081045.9638306685 0),,,,,,,
node,6.0,,POINT Z (410116.21555467637 5081045.194912573 0),,,,,,,
node,6.0,,POINT Z (410119.90762852796 5081047.7314608265 0),,,,,,,
node,6.0,,POINT Z (410121.16901814163 5081047.79309964 0),,,,,,,
node,6.0,,POINT Z (410121.43254112883 5081048.084292761 0),,,,,,,
node,6.0,,POINT Z (410108.77550657454 5081052.788241837 0),,,,,,,
node,6.0,,POINT Z (410113.78484844236 5081054.350203653 0),,,,,,,
node,6.0,,POINT Z (410116.0734402013 5081054.513882313 0),,,,,,,
node,6.0,,POINT Z (410116.40416283545 5081054.513809911 0),,,,,,,
node,6.0,,POINT Z (410116.6868484594 5081054.51996492 0),,,,,,,
node,6.0,,POINT Z (410104.1959899805 5081052.434143205 0),,,,,,,
node,6.0,,POINT Z (410104.4379115955 5081052.750687422 0),,,,,,,
node,6.0,,POINT Z (410132.30679080373 5081044.977988499 0),,,,,,,
node,6.0,,POINT Z (410132.6043111397 5081045.132086195 0),,,,,,,
node,6.0,,POINT Z (410136.1473965412 5081056.7420932045 0),,,,,,,
node,6.0,,POINT Z (410133.7192626764 5081057.788115333 0),,,,,,,
node,6.0,,POINT Z (410133.53084787383 5081058.016374758 0),,,,,,,
node,6.0,,POINT Z (410134.7976454226 5081056.527252368 0),,,,,,,
node,6.0,,POINT Z (410135.1845972947 5081056.78494035 0),,,,,,,
node,6.0,,POINT Z (410135.3631823406 5081056.918569613 0),,,,,,,
node,6.0,,POINT Z (410135.06405048195 5081056.350034172 0),,,,,,,
node,6.0,,POINT Z (410135.41114592867 5081056.55338199 0),,,,,,,
node,6.0,,POINT Z (410135.62277369265 5081056.692122301 0),,,,,,,
node,6.0,,POINT Z (410135.8163340286 5081055.731980188 0),,,,,,,
node,6.0,,POINT Z (410136.1308192461 5081055.65201954 0),,,,,,,
node,6.0,,POINT Z (410136.09660619573 5081055.661007714 0),,,,,,,
node,6.0,,POINT Z (410136.2873288266 5081055.804120173 0),,,,,,,
node,6.0,,POINT Z (410136.962527965 5081055.357362752 0),,,,,,,
node,6.0,,POINT Z (410137.46786300855 5081055.6412567375 0),,,,,,,
node,6.0,,POINT Z (410137.14667725656 5081055.298687733 0),,,,,,,
node,6.0,,POINT Z (410137.5020722607 5081055.603603236 0),,,,,,,
node,6.0,,POINT Z (410137.82730748126 5081054.989064167 0),,,,,,,
node,6.0,,POINT Z (410137.57996970747 5081055.115441131 0),,,,,,,
node,6.0,,POINT Z (410137.3840854122 5081055.18855923 0),,,,,,,
node,6.0,,POINT Z (410138.3467144968 5081054.639892106 0),,,,,,,
node,6.0,,POINT Z (410138.05812618247 5081054.843754707 0),,,,,,,
node,6.0,,POINT Z (410120.74692170945 5081047.014614029 0),,,,,,,
node,6.0,,POINT Z (410120.9758419227 5081047.0986281 0),,,,,,,
node,6.0,,POINT Z (410121.067916569 5081047.111265796 0),,,,,,,
node,6.0,,POINT Z (410122.20262096846 5081047.241611487 0),,,,,,,
node,6.0,,POINT Z (410122.24939288915 5081047.18653165 0),,,,,,,
node,6.0,,POINT Z (410129.1438314634 5081043.479658844 0),,,,,,,
node,6.0,,POINT Z (410129.23031792836 5081043.608756418 0),,,,,,,
node,6.0,,POINT Z (410129.4448317645 5081043.755958812 0),,,,,,,
node,6.0,,POINT Z (410129.4776374575 5081043.793017095 0),,,,,,,
node,6.0,,POINT Z (410129.7704586459 5081043.666046912 0),,,,,,,
node,6.0,,POINT Z (410105.2995377661 5081052.698244032 0),,,,,,,
node,6.0,,POINT Z (410108.2369375388 5081052.667111171 0),,,,,,,
node,6.0,,POINT Z (410108.3928809108 5081052.803681183 0),,,,,,,
node,6.0,,POINT Z (410109.49796422076 5081056.368105801 0),,,,,,,
node,6.0,,POINT Z (410109.9656241056 5081056.498527515 0),,,,,,,
node,6.0,,POINT Z (410116.9172077206 5081057.246743654 0),,,,,,,
node,6.0,,POINT Z (410113.56950246415 5081055.793630676 0),,,,,,,
node,6.0,,POINT Z (410118.100958039 5081056.172789729 0),,,,,,,
node,6.0,,POINT Z (410118.2666489328 5081056.166786959 0),,,,,,,
node,6.0,,POINT Z (410113.8715753199 5081055.520203421 0),,,,,,,
node,6.0,,POINT Z (410115.09031973756 5081055.522726136 0),,,,,,,
node,6.0,,POINT Z (410115.3366355898 5081055.511747805 0),,,,,,,
node,6.0,,POINT Z (410110.98962470284 5081055.812148871 0),,,,,,,
node,6.0,,POINT Z (410125.038078321 5081055.927581588 0),,,,,,,
node,6.0,,POINT Z (410125.06864683813 5081055.825418386 0),,,,,,,
node,6.0,,POINT Z (410129.06318793574 5081055.1615188485 0),,,,,,,
node,6.0,,POINT Z (410127.21117753745 5081055.670132836 0),,,,,,,
node,6.0,,POINT Z (410127.0228772321 5081056.146096185 0),,,,,,,
node,6.0,,POINT Z (410126.97392592405 5081055.850874382 0),,,,,,,
node,6.0,,POINT Z (410126.9852109433 5081055.436542088 0),,,,,,,
node,6.0,,POINT Z (410126.84737236705 5081054.878808616 0),,,,,,,
node,6.0,,POINT Z (410123.9931401898 5081056.253551128 0),,,,,,,
node,6.0,,POINT Z (410117.211995738 5081050.8525883565 0),,,,,,,
node,6.0,,POINT Z (410119.46892371564 5081053.454419793 0),,,,,,,
node,6.0,,POINT Z (410110.64150448504 5081053.077933208 0),,,,,,,
node,6.0,,POINT Z (410110.7535146305 5081053.242029995 0),,,,,,,
node,6.0,,POINT Z (410110.97075528046 5081053.245310669 0),,,,,,,
node,6.0,,POINT Z (410111.07736714033 5081053.492632515 0),,,,,,,
node,6.0,,POINT Z (410131.4836796718 5081051.525949645 0),,,,,,,
node,6.0,,POINT Z (410133.24493109237 5081051.811634484 0),,,,,,,
node,6.0,,POINT Z (410132.3013111204 5081051.004352204 0),,,,,,,
node,6.0,,POINT Z (410131.9175001671 5081051.30271892 0),,,,,,,
node,6.0,,POINT Z (410132.3060283447 5081051.360489419 0),,,,,,,
node,6.0,,POINT Z (410131.86852579535 5081051.446403081 0),,,,,,,
node,6.0,,POINT Z (410130.6896834694 5081050.937576056 0),,,,,,,
node,6.0,,POINT Z (410130.74822317826 5081051.013273956 0),,,,,,,
node,6.0,,POINT Z (410123.18367008615 5081047.731012705 0),,,,,,,
node,6.0,,POINT Z (410123.4670218924 5081047.764593377 0),,,,,,,
node,6.0,,POINT Z (410123.8879749099 5081047.851625077 0),,,,,,,
node,6.0,,POINT Z (410124.3231758971 5081048.006553083 0),,,,,,,
node,6.0,,POINT Z (410123.78611293534 5081047.978489537 0),,,,,,,
node,6.0,,POINT Z (410123.8589301049 5081048.04774294 0),,,,,,,
node,6.0,,POINT Z (410123.9494805675 5081048.306821441 0),,,,,,,
node,6.0,,POINT Z (410124.1376492423 5081053.20802045 0),,,,,,,
node,6.0,,POINT Z (410126.28161209676 5081046.267817187 0),,,,,,,
node,6.0,,POINT Z (410123.330596399 5081045.374131012 0),,,,,,,
node,6.0,,POINT Z (410124.8484534522 5081044.850575969 0),,,,,,,
node,6.0,,POINT Z (410124.4433031703 5081044.952011482 0),,,,,,,
node,6.0,,POINT Z (410124.3428573505 5081044.952647215 0),,,,,,,
node,6.0,,POINT Z (410126.54418162466 5081046.172729239 0),,,,,,,
node,6.0,,POINT Z (410126.78126024874 5081054.043259655 0),,,,,,,
node,6.0,,POINT Z (410127.9318214091 5081048.419248885 0),,,,,,,
node,6.0,,POINT Z (410129.2580010031 5081049.010770201 0),,,,,,,
node,6.0,,POINT Z (410129.5215982254 5081049.12229235 0),,,,,,,
node,6.0,,POINT Z (410132.28112303576 5081038.57840884 0),,,,,,,
node,6.0,,POINT Z (410132.7550709714 5081044.881645021 0),,,,,,,
node,6.0,,POINT Z (410132.8446653949 5081044.744417554 0),,,,,,,
node,6.0,,POINT Z (410132.6161677801 5081044.951553294 0),,,,,,,
node,6.0,,POINT Z (410132.7812746587 5081045.128351051 0),,,,,,,
node,6.0,,POINT Z (410132.4866636116 5081044.218586185 0),,,,,,,
node,6.0,,POINT Z (410133.1236885535 5081044.471109938 0),,,,,,,
node,6.0,,POINT Z (410134.70758831565 5081044.93479341 0),,,,,,,
node,6.0,,POINT Z (410137.6801346186 5081045.13814622 0),,,,,,,
node,6.0,,POINT Z (410137.8407538374 5081045.152027663 0),,,,,,,
node,6.0,,POINT Z (410133.01910408953 5081044.621906157 0),,,,,,,
node,6.0,,POINT Z (410134.86886373436 5081044.073874649 0),,,,,,,
node,6.0,,POINT Z (410135.4384146799 5081044.329202772 0),,,,,,,
node,6.0,,POINT Z (410136.9086870684 5081044.19936112 0),,,,,,,
node,6.0,,POINT Z (410137.850455179 5081044.2700261995 0),,,,,,,
node,6.0,,POINT Z (410133.6255272126 5081044.519367544 0),,,,,,,
node,6.0,,POINT Z (410133.80851634336 5081044.286653267 0),,,,,,,
node,6.0,,POINT Z (410139.22946349235 5081044.91640385 0),,,,,,,
node,6.0,,POINT Z (410139.43782157014 5081044.953814813 0),,,,,,,
node,6.0,,POINT Z (410136.26377815567 5081043.774812495 0),,,,,,,
node,6.0,,POINT Z (410137.27891410334 5081043.0252219755 0),,,,,,,
node,6.0,,POINT Z (410137.5275261407 5081043.052612276 0),,,,,,,
node,6.0,,POINT Z (410138.9801902559 5081043.322253272 0),,,,,,,
node,6.0,,POINT Z (410139.98938332533 5081044.02303092 0),,,,,,,
node,6.0,,POINT Z (410136.3836111027 5081043.337923706 0),,,,,,,
