id,length,azimuth,geometry,type,censored,f_set
,2.347,129,"LINESTRING (410136.7743714457 5081042.140461135, 410136.9754551749 5081041.976268737, 410137.0648257212 5081041.875467074, 410137.12405968795 5081041.809997953, 410137.1074326095 5081041.742450447, 410137.1245792849 5081041.713353057, 410137.124579285 5081041.713353057, 410137.12457928504 5081041.713353057, 410137.29136966425 5081041.58241482, 410137.69041954534 5081041.288323373, 410137.81998746115 5081041.164508851, 410137.93878652883 5081041.071132161, 410138.04738213436 5081041.010339405, 410138.08375386836 5081040.996829904, 410138.235270767 5081040.914184323, 410138.2352707671 5081040.914184323, 410138.2552206142 5081040.903302588, 410138.29158753617 5081040.876243866, 410138.29158753617 5081040.876243866, 410138.4298049372 5081040.773403538, 410138.5576256023 5081040.7027384555)",fracture,0,2
,2.337,96,"LINESTRING (410135.96743929153 5081041.167043286, 410136.0130980625 5081041.140108555, 410136.04219544964 5081041.113089552, 410136.1190956872 5081041.100619243, 410136.2136621955 5081041.066325894, 410136.321738205 5081041.014366274, 410136.46514675603 5081041.0091703115, 410136.7218272786 5081040.993582426, 410136.9593476925 5081040.967732517, 410137.0996386664 5081040.9396743225, 410137.1588726331 5081040.89498905, 410137.25136075664 5081040.86900924, 410137.66080256185 5081040.880440356, 410137.9413845096 5081040.8679700475, 410138.1606541057 5081040.879401163, 410138.2352707671 5081040.914184323, 410138.2352707671 5081040.914184323, 410138.2352707673 5081040.914184323)",fracture,0,2
,1.147,95,"LINESTRING (410138.2915875361 5081040.876243866, 410138.29158753617 5081040.876243866, 410138.29158753617 5081040.876243866, 410138.5919189514 5081040.878361972, 410138.7332491177 5081040.854460547, 410139.05747714615 5081040.833676698, 410139.1811410416 5081040.827441543, 410139.3692348658 5081040.784834655, 410139.4305472174 5081040.777560309)",fracture,0,2
,0.538,119,"LINESTRING (410139.16373456887 5081040.9207090605, 410139.3185742363 5081040.832377707, 410139.4027488206 5081040.797045165, 410139.4305472174 5081040.777560309, 410139.4305472174 5081040.777560309, 410139.5253735237 5081040.732615236, 410139.6324103408 5081040.659871768)",fracture,0,2
,0.262,137,"LINESTRING (410138.74078326224 5081041.741671056, 410138.85093765653 5081041.613850391, 410138.91952435486 5081041.550459654)",fracture,0,2
,1.095,136,"LINESTRING (410140.950777943 5081039.093680233, 410141.10234798887 5081038.947802292, 410141.15638599364 5081038.885450748, 410141.363587942 5081038.652802947, 410141.363587942 5081038.652802947, 410141.39332186064 5081038.619417494, 410141.5234696305 5081038.494879542, 410141.6344144972 5081038.3887167815, 410141.7113147347 5081038.307659774)",fracture,0,2
,0.493,97,"LINESTRING (410140.87684323837 5081038.713984002, 410141.11273991293 5081038.672416306, 410141.1584643785 5081038.658906805, 410141.2062672289 5081038.659945997, 410141.3635879417 5081038.652802947)",fracture,0,2
,0.512,162,"LINESTRING (410139.49727339356 5081040.636291342, 410139.55499050656 5081040.511786854, 410139.57161758497 5081040.426573077, 410139.5705783926 5081040.352270822, 410139.576802731 5081040.323264429, 410139.5768027313 5081040.323264428, 410139.5768027313 5081040.323264428, 410139.6287731669 5081040.23899885, 410139.6505604633 5081040.156884058, 410139.6505604634 5081040.156884058)",fracture,0,2
,0.299,167,"LINESTRING (410138.61361209245 5081040.680006122, 410138.64102079155 5081040.526335546, 410138.67021885 5081040.4224400185, 410138.67021885 5081040.4224400185, 410138.6796040401 5081040.389044672, 410138.67960404017 5081040.389044672)",fracture,0,2
,1.115,95,"LINESTRING (410136.8141205539 5081039.703295166, 410136.9190789862 5081039.675236971, 410136.97519537574 5081039.647178776, 410137.1071728104 5081039.618081389, 410137.32852079143 5081039.60145431, 410137.8408426442 5081039.593140771, 410137.9125469197 5081039.609767849)",fracture,0,2
,0.573,96,"LINESTRING (410138.1069408474 5081039.948609524, 410138.36466056237 5081039.909120213, 410138.4550703011 5081039.862356556, 410138.558989541 5081039.883140403, 410138.6629570952 5081039.891546491)",fracture,0,2
,0.243,110,"LINESTRING (410138.858276952 5081039.937178406, 410138.9663529615 5081039.89145394, 410139.0868992798 5081039.8561213985)",fracture,0,2
,0.325,171,"LINESTRING (410139.3870618102 5081039.185332567, 410139.33734464797 5081039.275212848, 410139.3134432228 5081039.333407622, 410139.3279919164 5081039.379132087, 410139.3498149568 5081039.436287669, 410139.34174023673 5081039.485635557)",fracture,0,2
,0.277,173,"LINESTRING (410138.21476592583 5081039.483564443, 410138.2329978485 5081039.3266054755, 410138.2329978485 5081039.3266054755, 410138.2466602329 5081039.208985749)",fracture,0,2
,0.52,91,"LINESTRING (410138.2329978484 5081039.3266054755, 410138.2329978485 5081039.3266054755, 410138.2329978485 5081039.3266054755, 410138.44467837707 5081039.306388619, 410138.63900735567 5081039.295996696, 410138.74916174996 5081039.317819736)",fracture,0,2
,0.436,167,"LINESTRING (410139.65335963183 5081039.5135413725, 410139.6324752891 5081039.761035294, 410139.61584821076 5081039.823386839, 410139.56480179954 5081039.916678555, 410139.55680909264 5081039.930878301)",fracture,0,2
,0.416,106,"LINESTRING (410139.29668624524 5081039.992840149, 410139.44113398873 5081039.955948819, 410139.5568090926 5081039.930878301, 410139.5568090926 5081039.930878301, 410139.55680909264 5081039.930878301, 410139.69625572267 5081039.879568177)",fracture,0,2
,0.784,111,"LINESTRING (410136.0123952427 5081041.420983657, 410136.17313369195 5081041.318849648, 410136.27809212427 5081041.258576489, 410136.43604936893 5081041.201420908, 410136.60543773 5081041.160892404, 410136.7342975874 5081041.143226133)",fracture,0,2
,0.835,138,"LINESTRING (410136.24587715976 5081041.9132677, 410136.37096753204 5081041.777933904, 410136.3709675325 5081041.777933903, 410136.3709675325 5081041.777933903, 410136.5233415303 5081041.615019481, 410136.66675008135 5081041.452905467, 410136.80250838486 5081041.291396432, 410136.8025083851 5081041.291396432)",fracture,0,2
,1.356,97,"LINESTRING (410137.3437839295 5081040.585439614, 410137.5194074449 5081040.57504769, 410137.5911117204 5081040.537636764, 410137.68256065156 5081040.523088071, 410137.78440150665 5081040.530362417, 410137.821812433 5081040.537636764, 410137.9340452121 5081040.523088071, 410138.03900364443 5081040.495029876, 410138.1917649271 5081040.508539377, 410138.2529300443 5081040.509419451, 410138.2529300443 5081040.509419451, 410138.3362126706 5081040.510617761, 410138.49936587724 5081040.461775718, 410138.6334216967 5081040.424364792, 410138.67021885 5081040.4224400185, 410138.6702188501 5081040.4224400185)",fracture,0,2
,0.139,140,"LINESTRING (410138.252930044 5081040.509419451, 410138.2529300443 5081040.509419451, 410138.2529300443 5081040.509419451, 410138.30607609096 5081040.44099187, 410138.34207317594 5081040.403326684, 410138.34207317635 5081040.403326684)",fracture,0,2
,0.183,164,"LINESTRING (410136.06149332045 5081040.731489211, 410136.0884395113 5081040.673251371, 410136.0905178961 5081040.623889732, 410136.11243605206 5081040.557941468)",fracture,0,2
,0.931,128,"LINESTRING (410135.89332272485 5081040.430737717, 410136.04323464195 5081040.323043532, 410136.1367619579 5081040.254456834, 410136.17625126906 5081040.186909327, 410136.1804080386 5081040.139106478, 410136.25730827614 5081040.077794125, 410136.3248557821 5081040.041422391, 410136.37993297924 5081039.997776311, 410136.41630471323 5081039.978031656, 410136.49320495076 5081039.979070848, 410136.5462037631 5081039.951012653, 410136.58908285 5081039.882877808, 410136.58908285 5081039.882877808, 410136.58908285014 5081039.882877808)",fracture,0,2
,0.931,92,"LINESTRING (410138.55600186286 5081041.8859889, 410138.6536859484 5081041.853773936, 410138.6969643633 5081041.846560867, 410138.6969643633 5081041.846560867, 410138.7160374923 5081041.843382012, 410138.9862275161 5081041.836107666, 410139.1088522192 5081041.840264435, 410139.23459449946 5081041.867283437, 410139.3312393926 5081041.852734744, 410139.47672632843 5081041.861048283)",fracture,0,2
,0.517,127,"LINESTRING (410137.88572276523 5081042.112532846, 410138.00211231393 5081042.000300067, 410138.0239353543 5081041.956653986, 410138.05822870345 5081041.942105292, 410138.1621479434 5081041.897420019, 410138.2276170645 5081041.851695553, 410138.2899686085 5081041.808049473)",fracture,0,2
,0.513,125,"LINESTRING (410138.82463309704 5081038.556416455, 410138.89321979537 5081038.415086288, 410138.9680416481 5081038.358969899, 410139.218437287 5081038.280535737)",fracture,0,2
,0.195,94,"LINESTRING (410137.415488204 5081039.110306004, 410137.6101540299 5081039.095424477)",fracture,0,2
,0.615,97,"LINESTRING (410138.35180055536 5081041.546172989, 410138.53677680244 5081041.530585102, 410138.60224592354 5081041.510840447, 410138.72902739624 5081041.47758629, 410138.8163195578 5081041.46927275, 410138.95868891646 5081041.474468713)",fracture,0,2
,0.384,128,"LINESTRING (410139.4491877288 5081041.609563725, 410139.5967454641 5081041.51319949, 410139.5967454641 5081041.51319949, 410139.652869439 5081041.476547098, 410139.7515927169 5081041.376784628)",fracture,0,2
,0.939,115,"LINESTRING (410139.82953214674 5081041.716600544, 410139.9770974674 5081041.581505531, 410140.0427058534 5081041.509141992, 410140.1755832156 5081041.449528097, 410140.35536350065 5081041.405882016, 410140.4800665885 5081041.349765627, 410140.4800665886 5081041.349765627, 410140.4800665886 5081041.349765627, 410140.65219865297 5081041.330422345, 410140.6521986531 5081041.330422345)",fracture,0,2
,0.331,161,"LINESTRING (410140.4800665885 5081041.349765627, 410140.58398582845 5081041.087889141, 410140.5891817904 5081041.039047099)",fracture,0,2
,0.451,99,"LINESTRING (410132.7178189636 5081045.2707925495, 410132.8310909351 5081045.2119241785, 410133.0399686073 5081045.1937383115, 410133.1530026529 5081045.199760533)",fracture,0,2
,0.269,129,"LINESTRING (410137.9756778595 5081040.413323366, 410138.04939556617 5081040.368768003, 410138.18444011017 5081040.245780609)",fracture,0,2
,0.419,136,"LINESTRING (410143.19684217125 5081037.745530929, 410143.3238165849 5081037.61127095, 410143.44955886516 5081037.499038171, 410143.4859305991 5081037.443960974)",fracture,0,2
,7.295,99,"LINESTRING (410117.23721070495 5081043.047295539, 410117.8255838118 5081042.989677983, 410119.1484779433 5081042.773291675, 410121.18528341 5081042.5238796305, 410121.18528341 5081042.5238796305, 410121.1852834106 5081042.5238796305, 410122.1787629788 5081042.31189025, 410123.64194587676 5081042.074954384, 410123.9474684421 5081042.000132532, 410124.43578085135 5081041.910899174)",fracture,0,2
